Area;Year;Fungicides and Bactericides;Herbicides;Insecticides;Pesticides (total);Precipitation (mm);AVERAGE PRECIPITATION;Item;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg);Average Mean Surface Air Temperature (Annual Mean);Average Temperature by Country;Temperature Deviation (?);Fertilizer (kg/ha)
Albania;1961;;;;;"975,68";12987771875;Potatoes;4185.0;30188.0;7213.4;30188.0;30188000;"12,21";"12,1386";"0,0714";"14,59"
Albania;1962;;;;;"1577,16";12987771875;Potatoes;3598.0;19552.0;5434.1;19552.0;19552000;"11,88";"12,1386";"-0,2586";"11,93"
Albania;1963;;;;;"1733,86";12987771875;Potatoes;3091.0;23726.0;7675.8;23726.0;23726000;"11,9";"12,1386";"-0,2386";"12,05"
Albania;1964;;;;;"1408,25";12987771875;Potatoes;3729.0;33706.0;9038.9;33706.0;33706000;"11,39";"12,1386";"-0,7486";"14,45"
Albania;1965;;;;;1247;12987771875;Potatoes;3718.0;21395.0;5754.4;21395.0;21395000;"11,31";"12,1386";"-0,8286";"17,39"
Albania;1966;;;;;"1684,72";12987771875;Potatoes;12347.0;107816.0;8732.2;107816.0;107816000;"12,09";"12,1386";"-0,0486";20
Albania;1967;;;;;"1146,8";12987771875;Potatoes;16006.0;115830.0;7236.7;115830.0;115830000;"11,7";"12,1386";"-0,4386";"31,76"
Albania;1968;;;;;"1351,43";12987771875;Potatoes;22032.0;159695.0;7248.3;159695.0;159695000;"11,75";"12,1386";"-0,3886";74
Albania;1969;;;;;"1509,93";12987771875;Potatoes;21701.0;120958.0;5573.8;120958.0;120958000;"11,46";"12,1386";"-0,6786";"70,59"
Albania;1970;;;;;"1626,97";12987771875;Potatoes;19510.0;106707.0;5469.3;106707.0;106707000;"11,62";"12,1386";"-0,5186";"84,64"
Albania;1971;;;;;"1345,9";12987771875;Potatoes;15768.0;99814.0;6330.2;99814.0;99814000;"11,45";"12,1386";"-0,6886";"101,51"
Albania;1972;;;;;"1538,19";12987771875;Potatoes;15300.0;81400.0;5320.3;81400.0;81400000;"11,46";"12,1386";"-0,6786";"102,96"
Albania;1973;;;;;"1375,23";12987771875;Potatoes;13300.0;81000.0;6090.2;81000.0;81000000;"11,38";"12,1386";"-0,7586";"106,02"
Albania;1974;;;;;"1457,32";12987771875;Potatoes;15500.0;104000.0;6709.7;104000.0;104000000;"11,51";"12,1386";"-0,6286";"114,72"
Albania;1975;;;;;"1003,51";12987771875;Potatoes;15500.0;108000.0;6967.7;108000.0;108000000;"11,54";"12,1386";"-0,5986";"111,01"
Albania;1976;;;;;"1427,29";12987771875;Potatoes;15500.0;115000.0;7419.4;115000.0;115000000;"11,01";"12,1386";"-1,1286";"125,22"
Albania;1977;;;;;"1144,44";12987771875;Potatoes;15500.0;117000.0;7548.4;117000.0;117000000;"11,85";"12,1386";"-0,2886";"135,69"
Albania;1978;;;;;"1487,02";12987771875;Potatoes;15500.0;119000.0;7677.4;119000.0;119000000;"11,01";"12,1386";"-1,1286";"171,36"
Albania;1979;;;;;"1628,17";12987771875;Potatoes;15500.0;118800.0;7664.5;118800.0;118800000;"11,83";"12,1386";"-0,3086";"168,27"
Albania;1980;;;;;"1512,04";12987771875;Potatoes;16300.0;98800.0;6061.3;98800.0;98800000;"10,88";"12,1386";"-1,2586";"160,17"
Albania;1981;;;;;"1467,82";12987771875;Potatoes;16600.0;119100.0;7174.7;119100.0;119100000;"11,57";"12,1386";"-0,5686";"138,44"
Albania;1982;;;;;"1012,84";12987771875;Potatoes;15600.0;101200.0;6487.2;101200.0;101200000;"11,78";"12,1386";"-0,3586";"179,97"
Albania;1983;;;;;"1038,94";12987771875;Potatoes;15500.0;136000.0;8774.2;136000.0;136000000;"11,51";"12,1386";"-0,6286";"174,36"
Albania;1984;;;;;"1104,86";12987771875;Potatoes;14300.0;90000.0;6293.7;90000.0;90000000;"11,28";"12,1386";"-0,8586";"159,59"
Albania;1985;;;;;"1289,3";12987771875;Potatoes;15000.0;85000.0;5666.7;85000.0;85000000;"11,58";"12,1386";"-0,5586";"159,76"
Albania;1986;;;;;"1228,42";12987771875;Potatoes;14000.0;110000.0;7857.1;110000.0;110000000;"11,8";"12,1386";"-0,3386";"163,5"
Albania;1987;;;;;"1260,86";12987771875;Potatoes;14000.0;89000.0;6357.1;89000.0;89000000;"11,45";"12,1386";"-0,6886";"161,02"
Albania;1988;;;;;"1079,23";12987771875;Potatoes;12000.0;60000.0;5000.0;60000.0;60000000;"11,88";"12,1386";"-0,2586";"163,56"
Albania;1989;;;;;"1084,9";12987771875;Potatoes;9000.0;97000.0;10777.8;97000.0;97000000;"11,64";"12,1386";"-0,4986";"182,99"
Albania;1990;44.0;5.0;70.0;121.0;"963,9";12987771875;Potatoes;12000.0;80000.0;6666.7;80000.0;80000000;"12,16";"12,1386";"0,0214";"176,17"
Albania;1991;44.0;5.0;70.0;121.0;"1156,29";12987771875;Potatoes;11047.0;85966.0;7781.8;85966.0;85966000;"11,16";"12,1386";"-0,9786";"54,15"
Albania;1992;44.0;5.0;70.0;121.0;"1003,07";12987771875;Potatoes;9470.0;78525.0;8292.0;78525.0;78525000;"11,82";"12,1386";"-0,3186";"40,66"
Albania;1993;44.0;5.0;70.0;121.0;"1091,24";12987771875;Potatoes;10313.0;101527.0;9844.6;101527.0;101527000;"11,79";"12,1386";"-0,3486";"31,01"
Albania;1994;74.0;7.0;117.0;201.0;"933,5";12987771875;Potatoes;10923.0;88918.0;8140.4;88918.0;88918000;"12,8";"12,1386";"0,6614";"25,6"
Albania;1995;94.0;8.0;145.0;251.0;"1414,03";12987771875;Potatoes;12029.0;133910.0;11132.3;133910.0;133910000;"11,65";"12,1386";"-0,4886";"19,06"
Albania;1996;96.0;8.0;152.0;262.0;"1504,49";12987771875;Potatoes;12398.0;131590.0;10613.8;131590.0;131590000;"11,33";"12,1386";"-0,8086";"11,27"
Albania;1997;99.0;8.0;158.0;274.0;"976,48";12987771875;Potatoes;11534.0;126729.0;10987.4;126729.0;126729000;"11,61";"12,1386";"-0,5286";9
Albania;1998;101.0;8.0;165.0;285.0;"1264,4";12987771875;Potatoes;11398.0;144996.0;12721.2;144996.0;144996000;"12,15";"12,1386";"0,0114";"43,33"
Albania;1999;103.0;8.0;172.0;297.0;"1309,07";12987771875;Potatoes;11400.0;161900.0;14201.8;161900.0;161900000;"12,52";"12,1386";"0,3814";"18,37"
Albania;2000;106.0;8.0;179.0;308.0;"990,37";12987771875;Potatoes;11400.0;161000.0;14122.8;161000.0;161000000;"12,83";"12,1386";"0,6914";"32,35"
Albania;2001;108.0;8.0;185.0;319.0;"1177,74";12987771875;Potatoes;11000.0;163700.0;14881.8;163700.0;163700000;"12,44";"12,1386";"0,3014";"32,35"
Albania;2002;110.0;8.0;192.0;331.0;"1261,45";12987771875;Potatoes;10600.0;163100.0;15386.8;163100.0;163100000;"12,66";"12,1386";"0,5214";"97,58"
Albania;2003;113.0;8.0;199.0;342.0;"1185,77";12987771875;Potatoes;10456.0;158200.0;15130.1;158200.0;158200000;"12,4";"12,1386";"0,2614";"99,32"
Albania;2004;115.0;8.0;205.0;354.0;"1511,65";12987771875;Potatoes;10700.0;159800.0;14934.6;159800.0;159800000;"12,09";"12,1386";"-0,0486";"101,31"
Albania;2005;118.0;8.0;212.0;365.0;"1496,67";12987771875;Potatoes;10134.0;169300.0;16706.1;169300.0;169300000;"11,68";"12,1386";"-0,4586";"112,38"
Albania;2006;120.0;8.0;219.0;376.0;"1101,81";12987771875;Potatoes;9523.0;162600.0;17074.5;162600.0;162600000;"12,11";"12,1386";"-0,0286";"85,8"
Albania;2007;122.0;8.0;226.0;388.0;"1087,14";12987771875;Potatoes;8200.0;154900.0;18890.2;154900.0;154900000;"12,91";"12,1386";"0,7714";"88,42"
Albania;2008;125.0;8.0;232.0;399.0;"1113,24";12987771875;Potatoes;9800.0;190000.0;19387.8;190000.0;190000000;"12,91";"12,1386";"0,7714";"77,31"
Albania;2009;127.0;8.0;239.0;411.0;"1523,05";12987771875;Potatoes;9100.0;200000.0;21978.0;200000.0;200000000;"12,77";"12,1386";"0,6314";"90,38"
Albania;2010;189.0;7.0;378.0;590.0;"1920,28";12987771875;Potatoes;9000.0;208000.0;23111.1;208000.0;208000000;"12,6";"12,1386";"0,4614";"85,02"
Albania;2011;209.0;20.0;321.0;583.0;"864,09";12987771875;Potatoes;9500.0;230100.0;24221.1;230100.0;230100000;"12,41";"12,1386";"0,2714";"97,43"
Albania;2012;178.0;10.0;163.0;362.0;"1377,37";12987771875;Potatoes;9300.0;233000.0;25053.8;233000.0;233000000;"12,96";"12,1386";"0,8214";"93,06"
Albania;2013;183.0;22.0;216.0;451.0;"1401,91";12987771875;Potatoes;9100.0;236700.0;26011.0;236700.0;236700000;"12,97";"12,1386";"0,8314";"88,17"
Albania;2014;278.0;28.0;93.0;457.0;"1399,04";12987771875;Potatoes;9600.0;240000.0;25000.0;240000.0;240000000;"13,12";"12,1386";"0,9814";"88,39"
Albania;2015;237.0;68.0;155.0;538.0;"1163,76";12987771875;Potatoes;10100.0;245000.0;24257.4;245000.0;245000000;13;"12,1386";"0,8614";"107,83"
Albania;2016;232.0;34.0;190.0;584.0;"1553,45";12987771875;Potatoes;9693.0;238345.0;24589.4;238345.0;238345000;"12,9";"12,1386";"0,7614";"126,14"
Albania;2017;242.0;56.0;202.0;615.0;"1169,29";12987771875;Potatoes;9948.0;249804.0;25111.0;249804.0;249804000;"12,82";"12,1386";"0,6814";"99,81"
Albania;2018;199.0;66.0;129.0;442.0;"1541,76";12987771875;Potatoes;9726.0;254543.0;26171.4;254543.0;254543000;"13,49";"12,1386";"1,3514";"66,58"
Albania;2019;352.0;117.0;151.0;746.0;"1268,55";12987771875;Potatoes;10164.0;260661.0;25645.5;260661.0;260661000;"13,47";"12,1386";"1,3314";"94,44"
Albania;2020;228.0;44.0;45.0;402.0;"1154,18";12987771875;Potatoes;9701.0;254886.0;26274.2;254886.0;254886000;"13,17";"12,1386";"1,0314";"101,43"
Albania;2021;249.0;40.0;45.0;433.0;"1568,25";12987771875;Potatoes;10378.0;258862.0;24943.3;258862.0;258862000;"12,86";"12,1386";"0,7214";"81,47"
Albania;2022;110.0;32.0;37.0;296.0;"1237,01";12987771875;Potatoes;9910.0;262673.0;26505.9;262673.0;262673000;"13,44";"12,1386";"1,3014";"38,41"
Albania;2023;110.0;32.0;37.0;296.0;"1455,63";12987771875;Potatoes;10068.0;274188.2;27233.1;274188.2;274188200;"13,86";"12,1386";"1,7214";"66,08"
Austria;1961;;;;;"1115,71";12252228125;Potatoes;171624.0;3394825.0;19780.6;3394825.0;3394825000;7;"6,9722";"0,0278";"148,91"
Austria;1962;;;;;"1155,06";12252228125;Potatoes;168744.0;3213739.0;19045.1;3213739.0;3213739000;"5,31";"6,9722";"-1,6622";"172,63"
Austria;1963;;;;;"1111,39";12252228125;Potatoes;160653.0;3498695.0;21778.0;3498695.0;3498695000;"5,53";"6,9722";"-1,4422";"196,86"
Austria;1964;;;;;"1253,71";12252228125;Potatoes;157537.0;3438204.0;21824.7;3438204.0;3438204000;"6,05";"6,9722";"-0,9222";"209,1"
Austria;1965;;;;;"1412,51";12252228125;Potatoes;144555.0;2539433.0;17567.2;2539433.0;2539433000;"5,5";"6,9722";"-1,4722";"218,84"
Austria;1966;;;;;"1454,49";12252228125;Potatoes;136599.0;3007318.0;22015.7;3007318.0;3007318000;"6,64";"6,9722";"-0,3322";"134,22"
Austria;1967;;;;;"1201,45";12252228125;Potatoes;133833.0;3048976.0;22781.9;3048976.0;3048976000;"6,72";"6,9722";"-0,2522";"260,35"
Austria;1968;;;;;"1145,39";12252228125;Potatoes;130243.0;3473076.0;26666.1;3473076.0;3473076000;"6,22";"6,9722";"-0,7522";"227,04"
Austria;1969;;;;;"1127,89";12252228125;Potatoes;112572.0;2940545.0;26121.5;2940545.0;2940545000;"5,88";"6,9722";"-1,0922";"265,9"
Austria;1970;;;;;"1338,17";12252228125;Potatoes;109924.0;2703894.0;24597.8;2703894.0;2703894000;"5,81";"6,9722";"-1,1622";"257,14"
Austria;1971;;;;;"1000,01";12252228125;Potatoes;105303.0;2716519.0;25797.2;2716519.0;2716519000;"6,31";"6,9722";"-0,6622";"277,22"
Austria;1972;;;;;"1233,92";12252228125;Potatoes;100943.0;2341420.0;23195.5;2341420.0;2341420000;"6,03";"6,9722";"-0,9422";"260,71"
Austria;1973;;;;;"1189,07";12252228125;Potatoes;84193.0;2116526.0;25139.0;2116526.0;2116526000;"6,07";"6,9722";"-0,9022";"273,57"
Austria;1974;;;;;"1276,99";12252228125;Potatoes;82304.0;1996305.0;24255.3;1996305.0;1996305000;"6,74";"6,9722";"-0,2322";"223,52"
Austria;1975;;;;;"1201,76";12252228125;Potatoes;69101.0;1578687.0;22846.1;1578687.0;1578687000;"6,73";"6,9722";"-0,2422";"207,12"
Austria;1976;;;;;"1127,45";12252228125;Potatoes;73312.0;1746023.0;23816.3;1746023.0;1746023000;"6,21";"6,9722";"-0,7622";"244,43"
Austria;1977;;;;;"1110,07";12252228125;Potatoes;60198.0;1352246.0;22463.3;1352246.0;1352246000;"6,75";"6,9722";"-0,2222";"246,22"
Austria;1978;;;;;"1102,6";12252228125;Potatoes;56902.0;1400892.0;24619.4;1400892.0;1400892000;"5,68";"6,9722";"-1,2922";"253,6"
Austria;1979;;;;;"1335,95";12252228125;Potatoes;58048.0;1493706.0;25732.3;1493706.0;1493706000;"6,21";"6,9722";"-0,7622";"264,54"
Austria;1980;;;;;"1280,01";12252228125;Potatoes;52569.0;1263922.0;24043.1;1263922.0;1263922000;"5,44";"6,9722";"-1,5322";"265,17"
Austria;1981;;;;;"1275,5";12252228125;Potatoes;49639.0;1309779.0;26386.1;1309779.0;1309779000;"6,37";"6,9722";"-0,6022";"254,88"
Austria;1982;;;;;"1158,23";12252228125;Potatoes;45654.0;1120676.0;24547.2;1120676.0;1120676000;"6,8";"6,9722";"-0,1722";"231,77"
Austria;1983;;;;;"1101,89";12252228125;Potatoes;40594.0;1011511.0;24917.7;1011511.0;1011511000;"7,11";"6,9722";"0,1378";"266,68"
Austria;1984;;;;;"1089,86";12252228125;Potatoes;41322.0;1138097.0;27542.2;1138097.0;1138097000;"5,94";"6,9722";"-1,0322";"270,1"
Austria;1985;;;;;"1220,55";12252228125;Potatoes;37719.0;1042196.0;27630.5;1042196.0;1042196000;"5,76";"6,9722";"-1,2122";"268,29"
Austria;1986;;;;;"1121,9";12252228125;Potatoes;34854.0;982405.0;28186.3;982405.0;982405000;"6,24";"6,9722";"-0,7322";"217,1"
Austria;1987;;;;;"1304,77";12252228125;Potatoes;34128.0;879497.0;25770.5;879497.0;879497000;"5,95";"6,9722";"-1,0222";"207,64"
Austria;1988;;;;;"1242,9";12252228125;Potatoes;33115.0;1001044.0;30229.3;1001044.0;1001044000;"6,98";"6,9722";"0,0078";"216,19"
Austria;1989;;;;;"1144,42";12252228125;Potatoes;32395.0;845466.0;26098.7;845466.0;845466000;"7,28";"6,9722";"0,3078";"187,94"
Austria;1990;1683.0;1945.0;285.0;4246.0;"1157,9";12252228125;Potatoes;31760.0;793537.0;24985.4;793537.0;793537000;"7,29";"6,9722";"0,3178";"212,69"
Austria;1991;1843.0;2167.0;157.0;4487.0;"1199,13";12252228125;Potatoes;33421.0;789979.0;23637.2;789979.0;789979000;"6,36";"6,9722";"-0,6122";"199,79"
Austria;1992;1483.0;1859.0;143.0;3897.0;"1133,58";12252228125;Potatoes;33036.0;738256.0;22347.0;738256.0;738256000;"7,51";"6,9722";"0,5378";"185,93"
Austria;1993;1580.0;1873.0;141.0;3984.0;"1152,69";12252228125;Potatoes;31090.0;885833.0;28492.5;885833.0;885833000;"6,84";"6,9722";"-0,1322";"184,64"
Austria;1994;1560.0;1549.0;137.0;3619.0;"1122,31";12252228125;Potatoes;29738.0;593720.0;19965.0;593720.0;593720000;"8,09";"6,9722";"1,1178";"175,69"
Austria;1995;1409.0;1607.0;123.0;3402.0;"1291,72";12252228125;Potatoes;27036.0;724426.0;26794.9;724426.0;724426000;"6,88";"6,9722";"-0,0922";"167,61"
Austria;1996;1697.0;1536.0;98.0;3565.0;"1311,22";12252228125;Potatoes;26335.0;768974.0;29199.7;768974.0;768974000;"5,74";"6,9722";"-1,2322";"168,32"
Austria;1997;1685.0;1601.0;100.0;3690.0;"1231,96";12252228125;Potatoes;23476.0;676872.0;28832.5;676872.0;676872000;"6,92";"6,9722";"-0,0522";"187,31"
Austria;1998;1473.0;1603.0;87.0;3340.0;"1267,48";12252228125;Potatoes;22854.0;646915.0;28306.4;646915.0;646915000;"7,13";"6,9722";"0,1578";"175,45"
Austria;1999;1393.0;1659.0;90.0;3419.0;"1340,19";12252228125;Potatoes;23180.0;711729.0;30704.4;711729.0;711729000;"7,2";"6,9722";"0,2278";"165,99"
Austria;2000;1598.0;1609.0;105.0;3563.0;"1272,27";12252228125;Potatoes;23737.0;694609.0;29262.7;694609.0;694609000;"8,02";"6,9722";"1,0478";"161,14"
Austria;2001;1336.0;1436.0;99.0;3132.0;"1232,32";12252228125;Potatoes;23123.0;694602.0;30039.4;694602.0;694602000;"7,03";"6,9722";"0,0578";"157,33"
Austria;2002;1300.0;1459.0;97.0;3079.0;"1342,63";12252228125;Potatoes;22523.0;684321.0;30383.2;684321.0;684321000;"7,72";"6,9722";"0,7478";"162,33"
Austria;2003;1706.0;1434.0;108.0;3385.0;"964,57";12252228125;Potatoes;21122.0;560340.0;26528.7;560340.0;560340000;"7,38";"6,9722";"0,4078";"137,42"
Austria;2004;1488.0;1532.0;119.0;3302.0;"1229,05";12252228125;Potatoes;21924.0;693054.0;31611.7;693054.0;693054000;"6,81";"6,9722";"-0,1622";"137,52"
Austria;2005;1645.0;1465.0;144.0;3404.0;"1281,78";12252228125;Potatoes;22186.0;763165.0;34398.5;763165.0;763165000;"6,57";"6,9722";"-0,4022";"131,7"
Austria;2006;1434.0;1651.0;131.0;3416.0;"1150,5";12252228125;Potatoes;21920.0;654621.0;29864.1;654621.0;654621000;"7,29";"6,9722";"0,3178";"130,27"
Austria;2007;1327.0;1800.0;188.0;3527.0;"1280,09";12252228125;Potatoes;22675.0;668755.0;29493.1;668755.0;668755000;"7,89";"6,9722";"0,9178";"136,04"
Austria;2008;1961.0;1879.0;146.0;4247.0;"1247,38";12252228125;Potatoes;22800.0;756945.0;33199.3;756945.0;756945000;"7,7";"6,9722";"0,7278";"167,18"
Austria;2009;1710.0;1392.0;165.0;3532.0;"1363,9";12252228125;Potatoes;22222.0;722098.0;32494.7;722098.0;722098000;"7,53";"6,9722";"0,5578";"86,58"
Austria;2010;1685.0;1589.0;156.0;3692.0;"1307,51";12252228125;Potatoes;21973.0;671722.0;30570.3;671722.0;671722000;"6,44";"6,9722";"-0,5322";"99,81"
Austria;2011;1544.0;1505.0;281.0;3448.0;"1027,27";12252228125;Potatoes;22851.0;816070.0;35712.7;816070.0;816070000;"7,93";"6,9722";"0,9578";"132,73"
Austria;2012;1634.0;1545.0;268.0;3557.0;"1290,5";12252228125;Potatoes;21782.0;665416.0;30549.1;665416.0;665416000;"7,66";"6,9722";"0,6878";"115,41"
Austria;2013;1493.0;1227.0;252.0;3097.0;"1325,07";12252228125;Potatoes;21128.0;604050.78;28589.7;604050.78;604050780;"7,26";"6,9722";"0,2878";"130,91"
Austria;2014;1641.0;1376.0;256.0;3373.0;"1376,07";12252228125;Potatoes;21384.0;750637.43;35102.0;750637.43;750637430;"8,41";"6,9722";"1,4378";"130,88"
Austria;2015;2131.0;1317.0;217.0;3778.0;"1077,08";12252228125;Potatoes;20368.0;536472.82;26339.0;536472.82;536472820;"8,37";"6,9722";"1,3978";"148,72"
Austria;2016;2007.0;1281.0;947.0;4361.0;"1339,69";12252228125;Potatoes;21221.0;767261.12;36155.7;767261.12;767261120;"7,74";"6,9722";"0,7678";"137,8"
Austria;2017;1992.0;1297.0;1193.0;4625.0;"1245,25";12252228125;Potatoes;22991.0;653400.0;28419.8;653400.0;653400000;"7,77";"6,9722";"0,7978";"141,03"
Austria;2018;2269.0;1277.0;1575.0;5280.0;"1193,46";12252228125;Potatoes;23760.0;697930.0;29374.2;697930.0;697930000;"8,64";"6,9722";"1,6678";"133,15"
Austria;2019;2068.0;1151.0;1618.0;4954.0;"1281,65";12252228125;Potatoes;23970.0;751260.0;31341.7;751260.0;751260000;"8,45";"6,9722";"1,4778";"118,51"
Austria;2020;1931.0;1153.0;2371.0;5566.0;"1298,87";12252228125;Potatoes;24260.0;885890.0;36516.5;885890.0;885890000;"8,35";"6,9722";"1,3778";"137,97"
Austria;2021;2005.0;1154.0;2513.0;5791.0;"1247,98";12252228125;Potatoes;22560.0;769690.0;34117.5;769690.0;769690000;"7,29";"6,9722";"0,3178";"128,26"
Austria;2022;2427.0;1237.0;2266.0;6069.0;"1196,15";12252228125;Potatoes;21440.0;686220.0;32006.5;686220.0;686220000;"8,65";"6,9722";"1,6778";"97,42"
Austria;2023;1719.0;1163.0;2255.0;5251.0;"1444,83";12252228125;Potatoes;20620.0;594040.0;28808.9;594040.0;594040000;"8,84";"6,9722";"1,8678";"106,42"
Belarus;1992;586.0;1320.0;34.0;2097.0;"696,4";"7,31221E+15";Potatoes;779000.0;8983900.0;11532.6;8983900.0;8983900000;"7,36";"7,5761";"-0,2161";"229,29"
Belarus;1993;586.0;1320.0;34.0;2097.0;"781,26";"7,31221E+15";Potatoes;749000.0;11644200.0;15546.3;11644200.0;11644200000;"6,33";"7,5761";"-1,2461";"123,2"
Belarus;1994;586.0;1320.0;34.0;2097.0;"753,23";"7,31221E+15";Potatoes;697000.0;8241000.0;11823.5;8241000.0;8241000000;"6,94";"7,5761";"-0,6361";"86,75"
Belarus;1995;586.0;1320.0;34.0;2097.0;"702,48";"7,31221E+15";Potatoes;725000.0;9504200.0;13109.2;9504200.0;9504200000;"7,07";"7,5761";"-0,5061";"83,92"
Belarus;1996;586.0;1320.0;34.0;2097.0;"662,5";"7,31221E+15";Potatoes;719000.0;10880500.0;15132.8;10880500.0;10880500000;"5,68";"7,5761";"-1,8961";"124,72"
Belarus;1997;586.0;1320.0;34.0;2097.0;"776,3";"7,31221E+15";Potatoes;700000.0;6942100.0;9917.3;6942100.0;6942100000;"6,5";"7,5761";"-1,0761";"138,46"
Belarus;1998;526.0;1185.0;30.0;1882.0;"928,36";"7,31221E+15";Potatoes;695000.0;7573500.0;10897.1;7573500.0;7573500000;"6,7";"7,5761";"-0,8761";"149,51"
Belarus;1999;510.0;1148.0;29.0;1823.0;"646,2";"7,31221E+15";Potatoes;661000.0;7491100.0;11333.0;7491100.0;7491100000;"7,83";"7,5761";"0,2539";"127,95"
Belarus;2000;508.0;1144.0;29.0;1817.0;"726,59";"7,31221E+15";Potatoes;661000.0;8717800.0;13188.8;8717800.0;8717800000;"8,03";"7,5761";"0,4539";"131,26"
Belarus;2001;549.0;1236.0;32.0;1963.0;"718,88";"7,31221E+15";Potatoes;636000.0;7767600.0;12213.2;7767600.0;7767600000;"7,17";"7,5761";"-0,4061";"131,92"
Belarus;2002;448.0;1009.0;26.0;1604.0;"619,95";"7,31221E+15";Potatoes;550000.0;7420700.0;13492.2;7420700.0;7420700000;"7,76";"7,5761";"0,1839";"135,99"
Belarus;2003;537.0;1209.0;31.0;1920.0;"685,13";"7,31221E+15";Potatoes;526291.0;8649583.0;16435.0;8649583.0;8649583000;"6,83";"7,5761";"-0,7461";"135,63"
Belarus;2004;656.0;1478.0;38.0;2348.0;"757,02";"7,31221E+15";Potatoes;506610.0;9902165.0;19545.9;9902165.0;9902165000;"6,95";"7,5761";"-0,6261";"146,92"
Belarus;2005;1019.0;2296.0;59.0;3647.0;"699,81";"7,31221E+15";Potatoes;461646.0;8184953.0;17729.9;8184953.0;8184953000;"7,06";"7,5761";"-0,5161";"167,7"
Belarus;2006;1087.0;2449.0;63.0;3891.0;"701,58";"7,31221E+15";Potatoes;433922.0;8329412.0;19195.6;8329412.0;8329412000;"7,18";"7,5761";"-0,3961";"231,97"
Belarus;2007;1184.0;2666.0;68.0;4235.0;"706,02";"7,31221E+15";Potatoes;412553.0;8743976.0;21194.8;8743976.0;8743976000;"8,05";"7,5761";"0,4739";"218,35"
Belarus;2008;1085.0;2443.0;63.0;3880.0;"767,8";"7,31221E+15";Potatoes;396341.0;8748630.0;22073.5;8748630.0;8748630000;"8,18";"7,5761";"0,6039";"237,42"
Belarus;2009;1083.0;2439.0;62.0;3875.0;"836,02";"7,31221E+15";Potatoes;382981.0;7124981.0;18604.0;7124981.0;7124981000;"7,35";"7,5761";"-0,2261";"281,11"
Belarus;2010;947.0;2132.0;55.0;3387.0;"794,09";"7,31221E+15";Potatoes;366766.0;7831111.0;21351.8;7831111.0;7831111000;"6,88";"7,5761";"-0,6961";"270,46"
Belarus;2011;871.0;1929.0;50.0;3079.0;"635,63";"7,31221E+15";Potatoes;341086.0;7147938.0;20956.4;7147938.0;7147938000;"7,7";"7,5761";"0,1239";"303,89"
Belarus;2012;691.0;1506.0;42.0;2423.0;"845,26";"7,31221E+15";Potatoes;332035.0;6910669.0;20813.1;6910669.0;6910669000;"7,04";"7,5761";"-0,5361";"271,39"
Belarus;2013;657.0;1358.0;43.0;2229.0;"719,68";"7,31221E+15";Potatoes;305429.0;5911160.0;19353.6;5911160.0;5911160000;"7,73";"7,5761";"0,1539";"256,34"
Belarus;2014;588.0;1107.0;41.0;1892.0;"625,2";"7,31221E+15";Potatoes;273900.0;5562600.0;20308.9;5562600.0;5562600000;"7,94";"7,5761";"0,3639";"215,22"
Belarus;2015;444.0;866.0;32.0;1464.0;"590,99";"7,31221E+15";Potatoes;266700.0;5107300.0;19150.0;5107300.0;5107300000;"8,64";"7,5761";"1,0639";"194,19"
Belarus;2016;309.0;662.0;23.0;1078.0;"790,97";"7,31221E+15";Potatoes;239300.0;4896600.0;20462.2;4896600.0;4896600000;"7,8";"7,5761";"0,2239";"146,62"
Belarus;2017;186.0;468.0;16.0;721.0;"849,21";"7,31221E+15";Potatoes;214100.0;5009400.0;23397.5;5009400.0;5009400000;"7,75";"7,5761";"0,1739";"142,45"
Belarus;2018;212.0;550.0;20.0;840.0;"639,25";"7,31221E+15";Potatoes;202000.0;4347600.0;21522.8;4347600.0;4347600000;"8,09";"7,5761";"0,5139";"156,19"
Belarus;2019;1031.0;2732.0;113.0;4171.0;"644,47";"7,31221E+15";Potatoes;188100.0;4354700.0;23151.0;4354700.0;4354700000;"8,83";"7,5761";"1,2539";"153,88"
Belarus;2020;1181.0;2949.0;126.0;4589.0;"723,87";"7,31221E+15";Potatoes;177400.0;3707899.0;20901.3;3707899.0;3707899000;"9,1";"7,5761";"1,5239";"180,73"
Belarus;2021;1206.0;2452.0;144.0;4117.0;"790,69";"7,31221E+15";Potatoes;174600.0;3405055.0;19502.0;3405055.0;3405055000;"7,36";"7,5761";"-0,2161";"169,36"
Belarus;2022;1242.0;2511.0;146.0;4231.0;"823,98";"7,31221E+15";Potatoes;173400.0;3858797.0;22253.7;3858797.0;3858797000;"8,02";"7,5761";"0,4439";"195,41"
Belarus;2023;1308.0;2988.0;169.0;4853.0;"789,8";"7,31221E+15";Potatoes;183179.0;4020846.0;21950.3;4020846.0;4020846000;"8,82";"7,5761";"1,2439";"198,94"
Belgium;2000;3056.0;5188.0;926.0;9560.0;"1060,77";9232292;Potatoes;65800.0;2921900.0;44405.8;2921900.0;2921900000;"11,01";"10,9492";"0,0608";
Belgium;2001;2302.0;4908.0;893.0;8529.0;"1084,48";9232292;Potatoes;62200.0;2564300.0;41226.7;2564300.0;2564300000;"10,42";"10,9492";"-0,5292";
