Year;Actual;Predicted;Type
1966;10564;10616.608734029907;Train
1966;16890;13865.524175880073;Train
1966;26900;28263.0617129539;Train
1966;24772;23465.95924712274;Train
1966;19762;14360.73524201277;Train
1967;8934;11259.89398397593;Train
1967;25613;23388.261212754373;Train
1967;10920;10785.416156488403;Train
1967;20190;17662.443562559307;Train
1967;35029;31787.236546465338;Train
1967;25381;25508.29992135293;Train
1967;10620;11210.351647298157;Train
1967;9613;11170.225803517109;Train
1967;13653;20352.151082063563;Train
1967;11416;13361.000980248806;Train
1967;22782;24459.55617727493;Train
1967;17589;12818.762102757908;Train
1967;25113;24589.716261209283;Train
1967;11825;10820.089239209763;Train
1967;7237;10212.51038315267;Train
1967;27054;28013.247990740183;Train
1967;20100;23747.472559163198;Train
1967;29600;29127.805349243357;Train
1967;23709;22621.09307311492;Train
1967;11935;11095.764934246012;Train
1967;11733;11403.693250033657;Train
1968;34370;31656.611008067932;Train
1968;8915;12082.27894409909;Train
1968;21328;20565.445141137752;Train
1968;30000;29740.64093244937;Train
1968;25585;23106.634521065127;Train
1968;26390;20483.575217889935;Train
1968;7248;8398.554201572264;Train
1968;10081;10781.125041448762;Train
1968;27396;28313.633080220723;Train
1968;11200;11076.267242252019;Train
1968;24654;24559.07958618397;Train
1968;12412;10582.44817847064;Train
1968;23976;24198.458164260832;Train
1968;14081;17080.93426723706;Train
1968;18488;17553.714339193542;Train
1968;23910;25207.988720754194;Train
1968;11897;11122.787114394083;Train
1968;12196;11408.784050103606;Train
1968;11144;10779.867853598855;Train
1968;26666;24219.9962557905;Train
1968;11896;14226.171756188873;Train
1969;21537;20955.007730013043;Train
1969;25050;23922.885494615948;Train
1969;5574;7618.278151476757;Train
1969;16530;17799.486149612065;Train
1969;10415;10435.585874495257;Train
1969;32372;32101.672427083766;Train
1969;12223;11542.678482445472;Train
1969;20676;18763.386384375983;Train
1969;30100;30021.383327099607;Train
1969;26122;24551.085365109102;Train
1969;26335;31862.53815911288;Train
1969;17674;18755.24514558725;Train
1969;12716;11180.645551356625;Train
1969;12347;11522.841403020775;Train
1969;12201;13327.138191485265;Train
1969;12981;10715.992764091758;Train
1969;20800;24669.687136600278;Train
1969;6746;10816.989227539778;Train
1969;13390;16804.286147562387;Train
1969;26251;24297.760767206273;Train
1969;11346;12545.747403796948;Train
1970;12903;11748.737179681688;Train
1970;18900;18922.87279554295;Train
1970;5469;7745.174230503708;Train
1970;35649;31921.730206540848;Train
1970;28685;23641.768185650333;Train
1970;31500;31030.419654817793;Train
1970;25841;29090.14020779544;Train
1970;12141;12981.69922787881;Train
1970;10727;10880.529869160182;Train
1970;23189;25808.829225076046;Train
1970;12805;11206.229733131224;Train
1970;27636;24656.048584750406;Train
1970;6855;10779.810593633812;Train
1970;10418;13226.737523168342;Train
1970;12355;11624.193921128626;Train
1970;27874;23130.512039949637;Train
1970;24598;24542.454838249192;Train
1970;18411;18698.023373212378;Train
1970;25574;24368.803657275606;Train
1970;22218;21588.337274164292;Train
1970;13355;11310.26773342406;Train
1971;20288;23351.73311558641;Train
1971;14057;13232.458528390625;Train
1971;6330;8400.978053444447;Train
1971;11572;13157.574258843528;Train
1971;14910;19294.49032577303;Train
1971;13072;11446.797720361896;Train
1971;22812;24334.839630884853;Train
1971;16127;18177.9325585528;Train
1971;12334;11387.990851414286;Train
1971;27659;32330.66635563196;Train
1971;13722;12301.373014416773;Train
1971;25797;24626.100070990757;Train
1971;37313;32513.31795575135;Train
1971;24877;21606.256181830406;Train
1971;10186;11308.311563942669;Train
1971;24577;20451.04364142374;Train
1971;12354;11301.179340357732;Train
1971;25006;24119.235386635224;Train
1971;28896;24357.715213396823;Train
1971;37700;28400.164809667236;Train
1971;12426;11664.110750685539;Train
1972;13174;11575.93654826397;Train
1972;31700;30702.69417764528;Train
1972;23877;22505.480080726513;Train
1972;25100;24147.081748182613;Train
1972;5320;7741.724959078558;Train
1972;18349;22412.707339148237;Train
1972;15065;18526.59636612511;Train
1972;11748;10966.226501840418;Train
1972;12372;15291.274641306678;Train
1972;23641;24412.677764407308;Train
1972;22056;24511.145852424874;Train
1972;13152;10803.379288406242;Train
1972;24255;26969.805142709873;Train
1972;27785;24421.499241510068;Train
1972;9998;10763.835010661822;Train
1972;12897;12729.882739909634;Train
1972;25322;24972.45997444562;Train
1972;23196;24544.73043217745;Train
1972;37488;33102.84593528849;Train
1972;12644;11686.06328200001;Train
1972;15204;10598.679560001843;Train
1973;12091;13218.571753348097;Train
1973;9787;11078.73378541451;Train
1973;30303;24283.749558300264;Train
1973;36400;35161.46538638649;Train
1973;12222;11852.327811030938;Train
1973;14607;18052.755123997933;Train
1973;13640;11624.2444787053;Train
1973;8871;11661.937373262625;Train
1973;22173;24454.05717233584;Train
1973;36829;33473.01370353032;Train
1973;24501;21718.039589935433;Train
1973;25139;24543.796461524915;Train
1973;27917;29233.157153751043;Train
1973;13679;13062.03871996042;Train
1973;6090;8255.923783849108;Train
1973;22960;24138.181930081897;Train
1973;19388;20855.994408065464;Train
1973;23142;25422.057045352063;Train
1973;15862;12349.030963872337;Train
1973;20959;20844.157733315045;Train
1973;10936;15080.439767908307;Train
1974;31668;24393.208507168023;Train
1974;25354;25759.612200929645;Train
1974;24255;24208.656848025228;Train
1974;27000;25328.114953195858;Train
1974;18078;23863.982589193878;Train
1974;23873;20375.1624839638;Train
1974;6710;8381.653101595608;Train
1974;13984;11770.870760245623;Train
1974;28502;24718.99971555272;Train
1974;12297;12061.1289691094;Train
1974;12591;15950.007689566874;Train
1974;27959;23018.889825703412;Train
1974;10981;12742.675372009058;Train
1974;27815;29192.020064261116;Train
1974;9884;10995.243349536062;Train
1974;13893;13184.790431904092;Train
1974;42918;32652.268434392015;Train
1974;15699;12116.974598559173;Train
1974;38700;33816.76045473527;Train
1974;13270;11794.163433512911;Train
1974;11057;23242.07214961557;Train
1975;23069;19350.79108402689;Train
1975;12538;15335.8684181064;Train
1975;22271;20058.300196283137;Train
1975;22846;23650.901989086346;Train
1975;13872;11941.556704862367;Train
1975;8905;12352.992430142887;Train
1975;6968;11150.415035304119;Train
1975;25086;30167.579892746788;Train
1975;15324;13448.837281935159;Train
1975;36585;32597.627142083344;Train
1975;18720;24071.758787191946;Train
1975;9483;11166.68160735279;Train
1975;19021;24350.424267634018;Train
1975;16232;12298.949812736322;Train
1975;13989;12427.025390211567;Train
1975;14012;18009.07152797597;Train
1975;19915;21676.990307148055;Train
1975;10593;12952.19989524344;Train
1975;17990;20949.14477419526;Train
1975;33098;33411.32222675103;Train
1975;23466;24166.04879764371;Train
1976;17469;20027.318694657173;Train
1976;24900;29459.95846798694;Train
1976;7419;9230.787321371821;Train
1976;20256;19808.968459066436;Train
1976;12066;13671.359926562704;Train
1976;20082;24553.27103700567;Train
1976;23816;24356.405105324924;Train
1976;16837;11297.341560303234;Train
1976;30196;33172.913096691875;Train
1976;23229;20445.623892624368;Train
1976;15379;16661.35562291139;Train
1976;15662;13569.043824894909;Train
1976;21572;23985.123977516505;Train
1976;12094;15529.782672188858;Train
1976;15323;13578.534335763754;Train
1976;17987;19528.602100286826;Train
1976;16387;23552.56458139299;Train
1976;15914;14176.90800117186;Train
1976;31400;29426.05979801579;Train
1976;14480;12853.645423933349;Train
1976;7976;11356.012459338568;Train
1977;21963;24680.91328977369;Train
1977;9532;10658.193905967515;Train
1977;15556;14273.196832085436;Train
1977;25156;24228.277458651268;Train
1977;29700;33658.91089219652;Train
1977;34300;33901.02126702432;Train
1977;16887;23861.644735851667;Train
1977;11318;13698.284481787841;Train
1977;7548;11281.261322897322;Train
1977;14607;13157.395594844282;Train
1977;24987;24882.75321310053;Train
1977;16610;16409.87054551191;Train
1977;13479;15364.97900130375;Train
1977;26141;20958.402014624447;Train
1977;15873;20512.876980628444;Train
1977;28539;24774.331570369017;Train
1977;28660;25283.882357051;Train
1977;14636;13861.245499816898;Train
1977;22463;24390.61846518531;Train
1977;26945;25084.209255443107;Train
1977;13744;13374.372991318045;Train
1978;22793;24825.87894853097;Train
1978;37200;35592.729963207625;Train
1978;14139;15776.615573227704;Train
1978;9458;10800.666787975955;Train
1978;24619;24775.09401212666;Train
1978;10613;13999.061235045438;Train
1978;14444;13362.410069192125;Train
1978;19769;23469.9760547604;Train
1978;16235;16433.378889752545;Train
1978;34241;25204.227181005852;Train
1978;14622;17313.784417772662;Train
1978;29911;24299.837391433204;Train
1978;16833;18220.737190087115;Train
1978;16487;18195.72579926154;Train
1978;38572;35387.13920972706;Train
1978;24468;25055.39731589685;Train
1978;15278;14425.111476593576;Train
1978;26926;26771.225857564124;Train
1978;7677;9393.64595779984;Train
1978;27077;26908.366837407346;Train
1978;27076;23739.060337193383;Train
1979;10876;16867.83191399451;Train
1979;15893;13575.134407926373;Train
1979;14427;15201.366044864077;Train
1979;30738;27229.796189103243;Train
1979;23665;26931.198266000658;Train
1979;22244;24280.400987460147;Train
1979;25732;24782.956567999856;Train
1979;20311;21781.682226991146;Train
1979;9473;10693.51862094926;Train
1979;17895;18309.035053218468;Train
1979;37772;35648.67367571559;Train
1979;15787;19635.08981964555;Train
1979;36300;35595.20179701094;Train
1979;25685;26915.77080201668;Train
1979;26618;24477.74932686519;Train
1979;7665;9502.67925273244;Train
1979;16982;14755.901050042981;Train
1979;31867;26969.587517206914;Train
1979;15365;16569.99150481396;Train
1979;25955;27027.330315577157;Train
1979;15536;13145.784809735187;Train
1980;16393;14852.850556551817;Train
1980;9761;11690.79268778493;Train
1980;14998;24091.37872911849;Train
1980;8598;15176.666562248856;Train
1980;20933;25471.678448353927;Train
1980;18120;18179.034449792554;Train
1980;36413;35975.86829692634;Train
1980;18000;18460.327394547832;Train
1980;16677;14226.786752545799;Train
1980;34490;25186.826667575315;Train
1980;28924;27134.699855266;Train
1980;26604;25609.306016684448;Train
1980;21154;24946.923791230747;Train
1980;16153;13600.617825687636;Train
1980;27973;27167.300696826875;Train
1980;6061;8943.737078706024;Train
1980;25034;24302.803031275434;Train
1980;34601;35495.817042629125;Train
1980;11260;23648.050863095486;Train
1980;24043;24764.208169291258;Train
1980;13763;14289.274536371331;Train
1981;14885;15085.385032274475;Train
1981;17032;15928.86024529162;Train
1981;29401;27264.834400476488;Train
1981;19000;24623.109350457566;Train
1981;29060;23910.052694184764;Train
1981;16667;14876.23035359614;Train
1981;39072;36290.67249658463;Train
1981;26015;25223.898247486024;Train
1981;26386;25041.945736750746;Train
1981;7865;11783.003634750297;Train
1981;11051;14877.091210108689;Train
1981;18852;23764.927856405575;Train
1981;18768;17978.962523033148;Train
1981;18280;15677.419327212252;Train
1981;7175;9244.225968921517;Train
1981;24144;26874.946632610896;Train
1981;32314;27608.07400574537;Train
1981;30515;26593.287122040812;Train
1981;15962;13572.14122694093;Train
1981;42602;37334.106602749285;Train
1981;12949;22684.505470874923;Train
1982;35616;24951.723969441216;Train
1982;17386;16415.21955859575;Train
1982;15435;13709.869762384398;Train
1982;35807;28272.94473990112;Train
1982;8687;11772.156255984008;Train
1982;25525;25519.51837442448;Train
1982;37472;36272.82645634068;Train
1982;21737;25399.619177967725;Train
1982;6487;11681.890242061674;Train
1982;16102;16187.830704093169;Train
1982;25515;25479.16504120784;Train
1982;14671;18781.79647276013;Train
1982;39502;37370.19451001073;Train
1982;16468;15706.153943670577;Train
1982;24547;24891.252007247087;Train
1982;17324;18069.41166108915;Train
1982;11626;15769.197833719803;Train
1982;16667;15094.583729367288;Train
1982;15373;18076.38193443644;Train
1982;23235;23943.70552845741;Train
1982;32336;23015.242096054197;Train
1983;28008;25178.57315034026;Train
1983;15185;13841.936058053492;Train
1983;17748;21785.782147173868;Train
1983;8774;11420.287245293697;Train
1983;10456;14905.877919665216;Train
1983;33132;36035.06355979579;Train
1983;30180;27938.782830381206;Train
1983;15529;19159.018627240974;Train
1983;18241;25778.16002980181;Train
1983;16487;15395.939888979718;Train
1983;19455;14171.962727428794;Train
1983;19731;24064.57401298798;Train
1983;30000;35723.80390536332;Train
1983;17047;16953.508857697158;Train
1983;24918;25407.78480689117;Train
1983;7652;11659.93074465702;Train
1983;24479;26353.394856851955;Train
1983;15948;18793.103662572703;Train
1983;17734;16168.071771193496;Train
1983;26050;27997.628577474996;Train
1983;23262;26556.457985884877;Train
1984;41698;36433.14712363429;Train
1984;17661;18135.193981790293;Train
1984;39802;36927.34180804787;Train
1984;18041;18485.78925951962;Train
1984;10572;15409.992025925074;Train
1984;30278;28797.470625753962;Train
1984;8562;11801.038132067897;Train
1984;6294;10936.396334182557;Train
1984;20480;16328.701982357292;Train
1984;32546;29470.112935775316;Train
1984;24370;24691.953006313404;Train
1984;17209;14078.758335817807;Train
1984;25857;25463.801656486452;Train
1984;37046;29507.9400031191;Train
1984;27542;25679.329226937793;Train
