Area;Item;Year;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg)
Norway;Potatoes;1994;17098.0;394700.0;23084.6;394700.0;394700000
Norway;Potatoes;1995;17980.0;399800.0;22235.8;399800.0;399800000
Norway;Potatoes;1996;18135.0;419500.0;23132.1;419500.0;419500000
Norway;Potatoes;1997;17946.0;470800.0;26234.3;470800.0;470800000
Norway;Potatoes;1998;16288.0;437200.0;26841.8;437200.0;437200000
Norway;Potatoes;1999;14852.0;380600.0;25626.2;380600.0;380600000
Norway;Potatoes;2000;15113.0;356500.0;23589.0;356500.0;356500000
Norway;Potatoes;2001;15239.0;400600.0;26287.8;400600.0;400600000
Norway;Potatoes;2002;15226.0;390000.0;25614.1;390000.0;390000000
Norway;Potatoes;2003;14576.0;366800.0;25164.7;366800.0;366800000
Norway;Potatoes;2004;14186.0;396400.0;27943.0;396400.0;396400000
Norway;Potatoes;2005;13734.0;316600.0;23052.3;316600.0;316600000
Norway;Potatoes;2006;14046.0;378300.0;26932.9;378300.0;378300000
Norway;Potatoes;2007;14466.0;329800.0;22798.3;329800.0;329800000
Norway;Potatoes;2008;14321.0;398400.0;27819.3;398400.0;398400000
Norway;Potatoes;2009;13749.0;332500.0;24183.6;332500.0;332500000
Norway;Potatoes;2010;13240.0;333200.0;25166.2;333200.0;333200000
Norway;Potatoes;2011;12896.0;295500.0;22914.1;295500.0;295500000
Norway;Potatoes;2012;12668.0;304700.0;24052.7;304700.0;304700000
Norway;Potatoes;2013;12634.0;318000.0;25170.2;318000.0;318000000
Norway;Potatoes;2014;12345.0;357700.0;28975.3;357700.0;357700000
Norway;Potatoes;2015;11836.0;305200.0;25785.7;305200.0;305200000
Norway;Potatoes;2016;11984.0;350800.0;29272.4;350800.0;350800000
Norway;Potatoes;2017;11728.0;315500.0;26901.4;315500.0;315500000
Norway;Potatoes;2018;11614.0;326400.0;28104.0;326400.0;326400000
Norway;Potatoes;2019;11686.0;332200.0;28427.2;332200.0;332200000
Norway;Potatoes;2020;11506.0;361200.0;31392.3;361200.0;361200000
Norway;Potatoes;2021;11616.0;368900.0;31757.9;368900.0;368900000
Norway;Potatoes;2022;11899.0;376400.0;31632.9;376400.0;376400000
Norway;Potatoes;2023;11505.0;313500.0;27249.0;313500.0;313500000
Poland;Potatoes;1961;2819200.0;45203008.0;16034.0;45203008.0;45203008000
Poland;Potatoes;1962;2910100.0;37817008.0;12995.1;37817008.0;37817008000
Poland;Potatoes;1963;2840000.0;44868000.0;15798.6;44868000.0;44868000000
Poland;Potatoes;1964;2829600.0;47860000.0;16914.1;47860000.0;47860000000
Poland;Potatoes;1965;2765200.0;42665008.0;15429.3;42665008.0;42665008000
Poland;Potatoes;1966;2711600.0;45798208.0;16889.7;45798208.0;45798208000
Poland;Potatoes;1967;2741200.0;48213696.0;17588.5;48213696.0;48213696000
Poland;Potatoes;1968;2719600.0;50280000.0;18488.0;50280000.0;50280000000
Poland;Potatoes;1969;2718400.0;44935008.0;16529.9;44935008.0;44935008000
Poland;Potatoes;1970;2732200.0;50301408.0;18410.6;50301408.0;50301408000
Poland;Potatoes;1971;2669400.0;39801104.0;14910.1;39801104.0;39801104000
Poland;Potatoes;1972;2656000.0;48735408.0;18349.2;48735408.0;48735408000
Poland;Potatoes;1973;2678400.0;51928208.0;19387.8;51928208.0;51928208000
Poland;Potatoes;1974;2683900.0;48518800.0;18077.7;48518800.0;48518800000
Poland;Potatoes;1975;2580864.0;46429040.0;17989.7;46429040.0;46429040000
Poland;Potatoes;1976;2466018.0;49951088.0;20255.8;49951088.0;49951088000
Poland;Potatoes;1977;2436627.0;41147616.0;16887.1;41147616.0;41147616000
Poland;Potatoes;1978;2359618.0;46647888.0;19769.3;46647888.0;46647888000
Poland;Potatoes;1979;2440611.0;49571920.0;20311.3;49571920.0;49571920000
Poland;Potatoes;1980;2343734.0;26390544.0;11260.0;26390544.0;26390544000
Poland;Potatoes;1981;2257679.0;42561648.0;18851.9;42561648.0;42561648000
Poland;Potatoes;1982;2177748.0;31950640.0;14671.4;31950640.0;31950640000
Poland;Potatoes;1983;2219880.0;34472976.0;15529.2;34472976.0;34472976000
Poland;Potatoes;1984;2146689.0;37437056.0;17439.4;37437056.0;37437056000
Poland;Potatoes;1985;2095078.0;36546144.0;17443.8;36546144.0;36546144000
Poland;Potatoes;1986;2008707.0;39037408.0;19434.1;39037408.0;39037408000
Poland;Potatoes;1987;1934097.0;36252208.0;18743.7;36252208.0;36252208000
Poland;Potatoes;1988;1866064.0;34706528.0;18598.8;34706528.0;34706528000
Poland;Potatoes;1989;1858466.0;34390480.0;18504.8;34390480.0;34390480000
Poland;Potatoes;1990;1835340.0;36312784.0;19785.3;36312784.0;36312784000
Poland;Potatoes;1991;1732701.0;29038130.0;16758.9;29038130.0;29038130000
Poland;Potatoes;1992;1757336.0;23387744.0;13308.6;23387744.0;23387744000
Poland;Potatoes;1993;1760676.0;36270544.0;20600.4;36270544.0;36270544000
Poland;Potatoes;1994;1697247.0;23057540.0;13585.3;23057540.0;23057540000
Poland;Potatoes;1995;1522357.0;24891330.0;16350.5;24891330.0;24891330000
Poland;Potatoes;1996;1341894.0;27217090.0;20282.6;27217090.0;27217090000
Poland;Potatoes;1997;1306442.0;20775644.0;15902.5;20775644.0;20775644000
Poland;Potatoes;1998;1295006.0;25948670.0;20037.5;25948670.0;25948670000
Poland;Potatoes;1999;1267846.0;19926716.0;15717.0;19926716.0;19926716000
Poland;Potatoes;2000;1250623.0;24232376.0;19376.2;24232376.0;24232376000
Poland;Potatoes;2001;1194232.0;19378860.0;16227.0;19378860.0;19378860000
Poland;Potatoes;2002;803378.0;15522842.0;19322.0;15522842.0;15522842000
Poland;Potatoes;2003;765771.0;13731500.0;17931.6;13731500.0;13731500000
Poland;Potatoes;2004;713250.0;13998654.0;19626.6;13998654.0;13998654000
Poland;Potatoes;2005;588184.0;10369253.0;17629.3;10369253.0;10369253000
Poland;Potatoes;2006;597230.0;8981976.0;15039.4;8981976.0;8981976000
Poland;Potatoes;2007;569600.0;11791072.0;20700.6;11791072.0;11791072000
Poland;Potatoes;2008;548884.0;10462100.0;19060.7;10462100.0;10462100000
Poland;Potatoes;2009;507952.0;9702800.0;19101.8;9702800.0;9702800000
Poland;Potatoes;2010;400696.0;8448180.0;21083.8;8448180.0;8448180000
Poland;Potatoes;2011;406439.0;9361848.0;23033.8;9361848.0;9361848000
Poland;Potatoes;2012;373000.0;9091900.0;24375.1;9091900.0;9091900000
Poland;Potatoes;2013;346134.0;7290427.0;21062.4;7290427.0;7290427000
Poland;Potatoes;2014;276927.0;7689180.0;27766.1;7689180.0;7689180000
Poland;Potatoes;2015;300355.0;6313669.0;21020.7;6313669.0;6313669000
Poland;Potatoes;2016;309896.0;8872445.0;28630.4;8872445.0;8872445000
Poland;Potatoes;2017;329323.0;9171733.0;27850.3;9171733.0;9171733000
Poland;Potatoes;2018;290970.0;7311960.0;25129.6;7311960.0;7311960000
Poland;Potatoes;2019;302480.0;6481620.0;21428.3;6481620.0;6481620000
Poland;Potatoes;2020;226070.0;7859510.0;34765.8;7859510.0;7859510000
Poland;Potatoes;2021;235830.0;7081460.0;30027.8;7081460.0;7081460000
Poland;Potatoes;2022;196110.0;6030930.0;30752.8;6030930.0;6030930000
Poland;Potatoes;2023;188580.0;5590030.0;29642.8;5590030.0;5590030000
Portugal;Potatoes;1961;108227.0;1055596.0;9753.5;1055596.0;1055596000
Portugal;Potatoes;1962;101767.0;893500.0;8779.9;893500.0;893500000
Portugal;Potatoes;1963;106760.0;1144800.0;10723.1;1144800.0;1144800000
Portugal;Potatoes;1964;109221.0;1143400.0;10468.7;1143400.0;1143400000
Portugal;Potatoes;1965;101161.0;888000.0;8778.1;888000.0;888000000
Portugal;Potatoes;1966;108509.0;991269.0;9135.4;991269.0;991269000
Portugal;Potatoes;1967;125577.0;1371300.0;10920.0;1371300.0;1371300000
Portugal;Potatoes;1968;114738.0;1156662.0;10080.9;1156662.0;1156662000
Portugal;Potatoes;1969;115302.0;1200848.0;10414.8;1200848.0;1200848000
Portugal;Potatoes;1970;119750.0;1284559.0;10727.0;1284559.0;1284559000
Portugal;Potatoes;1971;115929.0;1180791.0;10185.5;1180791.0;1180791000
Portugal;Potatoes;1972;119839.0;1198185.0;9998.3;1198185.0;1198185000
Portugal;Potatoes;1973;117312.0;1148100.0;9786.7;1148100.0;1148100000
Portugal;Potatoes;1974;119829.0;1184399.0;9884.1;1184399.0;1184399000
Portugal;Potatoes;1975;115800.0;1098141.0;9483.1;1098141.0;1098141000
Portugal;Potatoes;1976;125700.0;1002592.0;7976.1;1002592.0;1002592000
Portugal;Potatoes;1977;135500.0;1291600.0;9532.1;1291600.0;1291600000
Portugal;Potatoes;1978;129553.0;1225365.0;9458.4;1225365.0;1225365000
Portugal;Potatoes;1979;117129.0;1109550.0;9472.9;1109550.0;1109550000
Portugal;Potatoes;1980;122943.0;1200000.0;9760.6;1200000.0;1200000000
Portugal;Potatoes;1981;117955.0;927737.0;7865.2;927737.0;927737000
Portugal;Potatoes;1982;124589.0;1082256.0;8686.6;1082256.0;1082256000
Portugal;Potatoes;1983;131591.0;1006976.0;7652.3;1006976.0;1006976000
Portugal;Potatoes;1984;128733.0;1102227.0;8562.1;1102227.0;1102227000
Portugal;Potatoes;1985;132186.0;1215365.0;9194.4;1215365.0;1215365000
Portugal;Potatoes;1986;122356.0;1576516.0;12884.7;1576516.0;1576516000
Portugal;Potatoes;1987;125334.0;1641198.0;13094.6;1641198.0;1641198000
Portugal;Potatoes;1988;119426.0;1280086.0;10718.7;1280086.0;1280086000
Portugal;Potatoes;1989;120553.0;1358405.0;11268.1;1358405.0;1358405000
Portugal;Potatoes;1990;120342.0;1343005.0;11159.9;1343005.0;1343005000
Portugal;Potatoes;1991;112310.0;1420870.0;12651.3;1420870.0;1420870000
Portugal;Potatoes;1992;110505.0;1583091.0;14326.0;1583091.0;1583091000
Portugal;Potatoes;1993;95577.0;1332532.0;13942.0;1332532.0;1332532000
Portugal;Potatoes;1994;94566.0;1370735.0;14495.0;1370735.0;1370735000
Portugal;Potatoes;1995;95684.0;1420542.0;14846.2;1420542.0;1420542000
Portugal;Potatoes;1996;82036.0;1196142.0;14580.7;1196142.0;1196142000
Portugal;Potatoes;1997;69464.0;861002.0;12394.9;861002.0;861002000
Portugal;Potatoes;1998;67729.0;931621.0;13755.1;931621.0;931621000
Portugal;Potatoes;1999;62172.0;972881.0;15648.2;972881.0;972881000
Portugal;Potatoes;2000;57185.0;790276.0;13819.6;790276.0;790276000
Portugal;Potatoes;2001;49314.0;738355.0;14972.5;738355.0;738355000
Portugal;Potatoes;2002;50184.0;811184.0;16164.2;811184.0;811184000
Portugal;Potatoes;2003;45866.0;737570.0;16081.0;737570.0;737570000
Portugal;Potatoes;2004;43665.0;742019.0;16993.5;742019.0;742019000
Portugal;Potatoes;2005;37208.0;548007.0;14728.2;548007.0;548007000
Portugal;Potatoes;2006;36961.0;595291.0;16105.9;595291.0;595291000
Portugal;Potatoes;2007;37063.0;621490.0;16768.5;621490.0;621490000
Portugal;Potatoes;2008;33525.0;528081.0;15751.9;528081.0;528081000
Portugal;Potatoes;2009;28450.0;467807.0;16443.1;467807.0;467807000
Portugal;Potatoes;2010;25531.0;383835.0;15034.1;383835.0;383835000
Portugal;Potatoes;2011;26501.0;389798.0;14708.8;389798.0;389798000
Portugal;Potatoes;2012;25052.0;445649.0;17789.0;445649.0;445649000
Portugal;Potatoes;2013;26758.0;487646.0;18224.3;487646.0;487646000
Portugal;Potatoes;2014;27214.0;539872.0;19838.0;539872.0;539872000
Portugal;Potatoes;2015;24622.0;486790.0;19770.5;486790.0;486790000
Portugal;Potatoes;2016;23296.0;451041.0;19361.3;451041.0;451041000
Portugal;Potatoes;2017;23735.0;515030.0;21699.2;515030.0;515030000
Portugal;Potatoes;2018;20800.0;431690.0;20754.3;431690.0;431690000
Portugal;Potatoes;2019;17990.0;424290.0;23584.8;424290.0;424290000
Portugal;Potatoes;2020;17530.0;409640.0;23367.9;409640.0;409640000
Portugal;Potatoes;2021;16800.0;413320.0;24602.4;413320.0;413320000
Portugal;Potatoes;2022;14510.0;319830.0;22042.0;319830.0;319830000
Portugal;Potatoes;2023;14480.0;325080.0;22450.3;325080.0;325080000
Romania;Potatoes;1961;300700.0;2874800.0;9560.4;2874800.0;2874800000
Romania;Potatoes;1962;304800.0;2597400.0;8521.7;2597400.0;2597400000
Romania;Potatoes;1963;331800.0;2691900.0;8113.0;2691900.0;2691900000
Romania;Potatoes;1964;320800.0;2639700.0;8228.5;2639700.0;2639700000
Romania;Potatoes;1965;311800.0;2194700.0;7038.8;2194700.0;2194700000
Romania;Potatoes;1966;317300.0;3351900.0;10563.8;3351900.0;3351900000
Romania;Potatoes;1967;322100.0;3096400.0;9613.2;3096400.0;3096400000
Romania;Potatoes;1968;333700.0;3737300.0;11199.6;3737300.0;3737300000
Romania;Potatoes;1969;320949.0;2165134.0;6746.0;2165134.0;2165134000
Romania;Potatoes;1970;301146.0;2064325.0;6854.9;2064325.0;2064325000
Romania;Potatoes;1971;306700.0;3782900.0;12334.2;3782900.0;3782900000
Romania;Potatoes;1972;312600.0;3672400.0;11747.9;3672400.0;3672400000
Romania;Potatoes;1973;298100.0;2644300.0;8870.5;2644300.0;2644300000
Romania;Potatoes;1974;310361.0;4118600.0;13270.4;4118600.0;4118600000
Romania;Potatoes;1975;304989.0;2715900.0;8904.9;2715900.0;2715900000
Romania;Potatoes;1976;300900.0;4788400.0;15913.6;4788400.0;4788400000
Romania;Potatoes;1977;306100.0;4207100.0;13744.2;4207100.0;4207100000
Romania;Potatoes;1978;305400.0;4465400.0;14621.5;4465400.0;4465400000
Romania;Potatoes;1979;293647.0;4562137.0;15536.1;4562137.0;4562137000
Romania;Potatoes;1980;286434.0;3942300.0;13763.4;3942300.0;3942300000
Romania;Potatoes;1981;298789.0;4447353.0;14884.6;4447353.0;4447353000
Romania;Potatoes;1982;310878.0;5005608.0;16101.5;5005608.0;5005608000
Romania;Potatoes;1983;319167.0;6209345.0;19454.8;6209345.0;6209345000
Romania;Potatoes;1984;312058.0;6391000.0;20480.2;6391000.0;6391000000
Romania;Potatoes;1985;321000.0;6631200.0;20657.9;6631200.0;6631200000
Romania;Potatoes;1986;329100.0;5186600.0;15760.0;5186600.0;5186600000
Romania;Potatoes;1987;317000.0;4141500.0;13064.7;4141500.0;4141500000
Romania;Potatoes;1988;325800.0;3621000.0;11114.2;3621000.0;3621000000
Romania;Potatoes;1989;351400.0;4420000.0;12578.3;4420000.0;4420000000
Romania;Potatoes;1990;289614.0;3185624.0;10999.6;3185624.0;3185624000
Romania;Potatoes;1991;234882.0;1872767.0;7973.2;1872767.0;1872767000
Romania;Potatoes;1992;218695.0;2601648.0;11896.2;2601648.0;2601648000
Romania;Potatoes;1993;249003.0;3708903.0;14895.0;3708903.0;3708903000
Romania;Potatoes;1994;248617.0;2946721.0;11852.5;2946721.0;2946721000
Romania;Potatoes;1995;244314.0;3019921.0;12360.8;3019921.0;3019921000
Romania;Potatoes;1996;256962.0;3591378.0;13976.3;3591378.0;3591378000
Romania;Potatoes;1997;253172.0;3206058.0;12663.6;3206058.0;3206058000
Romania;Potatoes;1998;258698.0;3319150.0;12830.2;3319150.0;3319150000
Romania;Potatoes;1999;272986.0;3957115.0;14495.7;3957115.0;3957115000
Romania;Potatoes;2000;281466.0;3469805.0;12327.6;3469805.0;3469805000
Romania;Potatoes;2001;276099.0;3997057.0;14476.9;3997057.0;3997057000
Romania;Potatoes;2002;282382.0;4077633.0;14440.1;4077633.0;4077633000
Romania;Potatoes;2003;281868.0;3947177.0;14003.6;3947177.0;3947177000
Romania;Potatoes;2004;254005.0;4230210.0;16654.0;4230210.0;4230210000
Romania;Potatoes;2005;285312.0;3738594.0;13103.5;3738594.0;3738594000
Romania;Potatoes;2006;283089.0;4015899.0;14186.0;4015899.0;4015899000
Romania;Potatoes;2007;272548.0;3712410.0;13621.1;3712410.0;3712410000
Romania;Potatoes;2008;259744.0;3649020.0;14048.5;3649020.0;3649020000
Romania;Potatoes;2009;260317.0;4003980.0;15381.2;4003980.0;4003980000
Romania;Potatoes;2010;246982.0;3283866.0;13296.0;3283866.0;3283866000
Romania;Potatoes;2011;248338.0;4076570.0;16415.4;4076570.0;4076570000
Romania;Potatoes;2012;229055.0;2465150.0;10762.3;2465150.0;2465150000
Romania;Potatoes;2013;207603.0;3289722.0;15846.2;3289722.0;3289722000
Romania;Potatoes;2014;202657.0;3519329.0;17365.9;3519329.0;3519329000
Romania;Potatoes;2015;196058.0;2699684.0;13769.8;2699684.0;2699684000
Romania;Potatoes;2016;186233.0;2689733.0;14442.8;2689733.0;2689733000
Romania;Potatoes;2017;171379.0;3116912.0;18187.2;3116912.0;3116912000
Romania;Potatoes;2018;173300.0;3022760.0;17442.4;3022760.0;3022760000
Romania;Potatoes;2019;174120.0;2626790.0;15086.1;2626790.0;2626790000
Romania;Potatoes;2020;101030.0;1601240.0;15849.2;1601240.0;1601240000
Romania;Potatoes;2021;84530.0;1397840.0;16536.6;1397840.0;1397840000
Romania;Potatoes;2022;80770.0;1345780.0;16661.9;1345780.0;1345780000
Romania;Potatoes;2023;79490.0;1183470.0;14888.3;1183470.0;1183470000
Slovenia;Potatoes;1992;12928.0;156429.0;12100.0;156429.0;156429000
Slovenia;Potatoes;1993;12434.0;156345.0;12574.0;156345.0;156345000
Slovenia;Potatoes;1994;10147.0;175218.0;17268.0;175218.0;175218000
Slovenia;Potatoes;1995;10070.0;191239.0;18991.0;191239.0;191239000
Slovenia;Potatoes;1996;9382.0;181073.0;19300.0;181073.0;181073000
Slovenia;Potatoes;1997;9186.0;188112.0;20478.1;188112.0;188112000
Slovenia;Potatoes;1998;9200.0;195667.0;21268.2;195667.0;195667000
Slovenia;Potatoes;1999;9845.0;194200.0;19725.7;194200.0;194200000
Slovenia;Potatoes;2000;8952.0;186157.0;20795.0;186157.0;186157000
Slovenia;Potatoes;2001;7785.0;148279.0;19046.8;148279.0;148279000
Slovenia;Potatoes;2002;7113.0;165962.0;23332.2;165962.0;165962000
Slovenia;Potatoes;2003;6832.0;107610.0;15750.9;107610.0;107610000
Slovenia;Potatoes;2004;6833.0;171475.0;25095.1;171475.0;171475000
Slovenia;Potatoes;2005;6306.0;144714.0;22948.6;144714.0;144714000
Slovenia;Potatoes;2006;5900.0;106974.0;18131.2;106974.0;106974000
Slovenia;Potatoes;2007;5736.0;131050.0;22846.9;131050.0;131050000
Slovenia;Potatoes;2008;4427.0;100319.0;22660.7;100319.0;100319000
Slovenia;Potatoes;2009;4175.0;103425.0;24772.5;103425.0;103425000
Slovenia;Potatoes;2010;4125.0;101208.0;24535.3;101208.0;101208000
Slovenia;Potatoes;2011;3640.0;96179.0;26422.8;96179.0;96179000
Slovenia;Potatoes;2012;3386.0;79253.0;23406.1;79253.0;79253000
Slovenia;Potatoes;2013;3307.0;62155.0;18795.0;62155.0;62155000
Slovenia;Potatoes;2014;3600.0;96820.0;26894.4;96820.0;96820000
Slovenia;Potatoes;2015;3318.0;91036.0;27437.0;91036.0;91036000
Slovenia;Potatoes;2016;3163.0;84897.0;26840.7;84897.0;84897000
Slovenia;Potatoes;2017;3165.0;77076.0;24352.6;77076.0;77076000
Slovenia;Potatoes;2018;2810.0;72920.0;25950.2;72920.0;72920000
Slovenia;Potatoes;2019;2800.0;65960.0;23557.1;65960.0;65960000
Slovenia;Potatoes;2020;2970.0;89880.0;30262.6;89880.0;89880000
Slovenia;Potatoes;2021;2730.0;64040.0;23457.9;64040.0;64040000
Slovenia;Potatoes;2022;2890.0;58230.0;20148.8;58230.0;58230000
Slovenia;Potatoes;2023;2940.0;68580.0;23326.5;68580.0;68580000
Spain;Potatoes;1961;416360.0;4918300.0;11812.6;4918300.0;4918300000
Spain;Potatoes;1962;408775.0;4153300.0;10160.4;4153300.0;4153300000
Spain;Potatoes;1963;410709.0;5074600.0;12355.7;5074600.0;5074600000
Spain;Potatoes;1964;365215.0;4254300.0;11648.8;4254300.0;4254300000
Spain;Potatoes;1965;368395.0;4078500.0;11071.0;4078500.0;4078500000
Spain;Potatoes;1966;374600.0;4423400.0;11808.3;4423400.0;4423400000
Spain;Potatoes;1967;376181.0;4489700.0;11934.9;4489700.0;4489700000
Spain;Potatoes;1968;382100.0;4545800.0;11896.9;4545800.0;4545800000
Spain;Potatoes;1969;376625.0;4789000.0;12715.6;4789000.0;4789000000
Spain;Potatoes;1970;396900.0;5300700.0;13355.3;5300700.0;5300700000
Spain;Potatoes;1971;393800.0;4865000.0;12354.0;4865000.0;4865000000
Spain;Potatoes;1972;401100.0;5275300.0;13152.1;5275300.0;5275300000
Spain;Potatoes;1973;409000.0;5578700.0;13639.9;5578700.0;5578700000
Spain;Potatoes;1974;407100.0;5693000.0;13984.3;5693000.0;5693000000
Spain;Potatoes;1975;384800.0;5337800.0;13871.6;5337800.0;5337800000
Spain;Potatoes;1976;390800.0;5658700.0;14479.8;5658700.0;5658700000
Spain;Potatoes;1977;402600.0;5880600.0;14606.6;5880600.0;5880600000
Spain;Potatoes;1978;371400.0;5364300.0;14443.5;5364300.0;5364300000
Spain;Potatoes;1979;354700.0;5637400.0;15893.4;5637400.0;5637400000
Spain;Potatoes;1980;355200.0;5737400.0;16152.6;5737400.0;5737400000
Spain;Potatoes;1981;342700.0;5470000.0;15961.5;5470000.0;5470000000
Spain;Potatoes;1982;338300.0;5221800.0;15435.4;5221800.0;5221800000
Spain;Potatoes;1983;340000.0;5162900.0;15185.0;5162900.0;5162900000
Spain;Potatoes;1984;347540.0;5980676.0;17208.6;5980676.0;5980676000
Spain;Potatoes;1985;330909.0;5926973.0;17911.2;5926973.0;5926973000
Spain;Potatoes;1986;296747.0;5124509.0;17268.9;5124509.0;5124509000
Spain;Potatoes;1987;295000.0;5552000.0;18820.3;5552000.0;5552000000
Spain;Potatoes;1988;282100.0;4529700.0;16057.1;4529700.0;4529700000
Spain;Potatoes;1989;278100.0;5366000.0;19295.2;5366000.0;5366000000
Spain;Potatoes;1990;271300.0;5330700.0;19648.7;5330700.0;5330700000
Spain;Potatoes;1991;266200.0;5182200.0;19467.3;5182200.0;5182200000
Spain;Potatoes;1992;257152.0;5180500.0;20145.7;5180500.0;5180500000
Spain;Potatoes;1993;207971.0;3821365.0;18374.5;3821365.0;3821365000
Spain;Potatoes;1994;200670.0;3859660.0;19233.9;3859660.0;3859660000
Spain;Potatoes;1995;206000.0;3913800.0;18999.0;3913800.0;3913800000
Spain;Potatoes;1996;181947.0;3855800.0;21191.9;3855800.0;3855800000
Spain;Potatoes;1997;150079.0;3253937.0;21681.5;3253937.0;3253937000
Spain;Potatoes;1998;133488.0;3128803.0;23438.8;3128803.0;3128803000
Spain;Potatoes;1999;136100.0;3367400.0;24742.1;3367400.0;3367400000
Spain;Potatoes;2000;118754.0;3078059.0;25919.6;3078059.0;3078059000
Spain;Potatoes;2001;115126.0;2992422.0;25992.6;2992422.0;2992422000
Spain;Potatoes;2002;110146.0;3078140.0;27946.0;3078140.0;3078140000
Spain;Potatoes;2003;101101.0;2664955.0;26359.3;2664955.0;2664955000
Spain;Potatoes;2004;102120.0;2773567.0;27159.9;2773567.0;2773567000
Spain;Potatoes;2005;94998.0;2563464.0;26984.4;2563464.0;2563464000
Spain;Potatoes;2006;87199.0;2515001.0;28842.1;2515001.0;2515001000
Spain;Potatoes;2007;85728.0;2479582.0;28923.8;2479582.0;2479582000
Spain;Potatoes;2008;81825.0;2145171.0;26216.6;2145171.0;2145171000
Spain;Potatoes;2009;85366.0;2719291.0;31854.5;2719291.0;2719291000
Spain;Potatoes;2010;79162.0;2326654.0;29391.0;2326654.0;2326654000
Spain;Potatoes;2011;79865.0;2455101.0;30740.6;2455101.0;2455101000
Spain;Potatoes;2012;72023.0;2192284.0;30438.7;2192284.0;2192284000
Spain;Potatoes;2013;71100.0;2199600.0;30936.7;2199600.0;2199600000
Spain;Potatoes;2014;75956.0;2543930.0;33492.2;2543930.0;2543930000
Spain;Potatoes;2015;71676.0;2284073.0;31866.6;2284073.0;2284073000
Spain;Potatoes;2016;72136.0;2246204.0;31138.5;2246204.0;2246204000
Spain;Potatoes;2017;70878.0;2239470.0;31596.1;2239470.0;2239470000
Spain;Potatoes;2018;67490.0;2010930.0;29796.0;2010930.0;2010930000
Spain;Potatoes;2019;66650.0;2259320.0;33898.3;2259320.0;2259320000
Spain;Potatoes;2020;65400.0;2051830.0;31373.5;2051830.0;2051830000
Spain;Potatoes;2021;63280.0;2081110.0;32887.3;2081110.0;2081110000
Spain;Potatoes;2022;60060.0;1881920.0;31334.0;1881920.0;1881920000
Spain;Potatoes;2023;59360.0;1921850.0;32376.2;1921850.0;1921850000
Sweden;Potatoes;1961;86533.0;1525580.0;17630.0;1525580.0;1525580000
Sweden;Potatoes;1962;80700.0;1515550.0;18780.0;1515550.0;1515550000
Sweden;Potatoes;1963;82082.0;1907750.0;23242.0;1907750.0;1907750000
Sweden;Potatoes;1964;69101.0;1477080.0;21375.7;1477080.0;1477080000
Sweden;Potatoes;1965;62072.0;1542300.0;24847.0;1542300.0;1542300000
Sweden;Potatoes;1966;53731.0;1339690.0;24933.3;1339690.0;1339690000
Sweden;Potatoes;1967;54594.0;1398310.0;25612.9;1398310.0;1398310000
Sweden;Potatoes;1968;56316.0;1486160.0;26389.7;1486160.0;1486160000
Sweden;Potatoes;1969;52684.0;931160.0;17674.4;931160.0;931160000
Sweden;Potatoes;1970;53460.0;1490160.0;27874.3;1490160.0;1490160000
Sweden;Potatoes;1971;49656.0;1241680.0;25005.6;1241680.0;1241680000
Sweden;Potatoes;1972;44889.0;1136660.0;25321.6;1136660.0;1136660000
Sweden;Potatoes;1973;45161.0;946520.0;20958.8;946520.0;946520000
Sweden;Potatoes;1974;46544.0;1256690.0;27000.0;1256690.0;1256690000
Sweden;Potatoes;1975;42025.0;836910.0;19914.6;836910.0;836910000
Sweden;Potatoes;1976;45557.0;1058260.0;23229.4;1058260.0;1058260000
Sweden;Potatoes;1977;47454.0;1278640.0;26944.8;1278640.0;1278640000
Sweden;Potatoes;1978;44751.0;1338540.0;29910.8;1338540.0;1338540000
Sweden;Potatoes;1979;41780.0;1284220.0;30737.7;1284220.0;1284220000
Sweden;Potatoes;1980;40740.0;1083850.0;26604.1;1083850.0;1083850000
Sweden;Potatoes;1981;41015.0;1205860.0;29400.5;1205860.0;1205860000
Sweden;Potatoes;1982;40594.0;1036160.0;25525.0;1036160.0;1036160000
Sweden;Potatoes;1983;40360.0;938850.0;23261.9;938850.0;938850000
Sweden;Potatoes;1984;40164.0;1307180.0;32546.1;1307180.0;1307180000
Sweden;Potatoes;1985;38600.0;1265740.0;32791.2;1265740.0;1265740000
Sweden;Potatoes;1986;38900.0;1207530.0;31041.9;1207530.0;1207530000
Sweden;Potatoes;1987;38700.0;957690.0;24746.5;957690.0;957690000
Sweden;Potatoes;1988;36000.0;1282820.0;35633.9;1282820.0;1282820000
Sweden;Potatoes;1989;33730.0;1179400.0;34965.9;1179400.0;1179400000
Sweden;Potatoes;1990;34080.0;1186100.0;34803.4;1186100.0;1186100000
Sweden;Potatoes;1991;35290.0;1029100.0;29161.2;1029100.0;1029100000
Sweden;Potatoes;1992;37790.0;1252900.0;33154.3;1252900.0;1252900000
Sweden;Potatoes;1993;36284.0;1361000.0;37509.6;1361000.0;1361000000
Sweden;Potatoes;1994;32988.0;1062800.0;32217.8;1062800.0;1062800000
Sweden;Potatoes;1995;35001.0;1073800.0;30679.1;1073800.0;1073800000
Sweden;Potatoes;1996;36600.0;1200900.0;32811.5;1200900.0;1200900000
