Area;Item;Year;Area harvested(ha);Production(tonnes);Yield (kg/ha);Production(tonnes).1;Production(kg)
Hungary;Potatoes;1977;122381.0;1649577.0;13479.0;1649577.0;1649577000
Hungary;Potatoes;1978;115973.0;1882778.0;16234.6;1882778.0;1882778000
Hungary;Potatoes;1979;104831.0;1512428.0;14427.3;1512428.0;1512428000
Hungary;Potatoes;1980;92811.0;1391965.0;14997.8;1391965.0;1391965000
Hungary;Potatoes;1981;87961.0;1607950.0;18280.3;1607950.0;1607950000
Hungary;Potatoes;1982;83941.0;1459390.0;17385.9;1459390.0;1459390000
Hungary;Potatoes;1983;77381.0;1234058.0;15947.8;1234058.0;1234058000
Hungary;Potatoes;1984;76799.0;1551148.0;20197.5;1551148.0;1551148000
Hungary;Potatoes;1985;70239.0;1378167.0;19621.1;1378167.0;1378167000
Hungary;Potatoes;1986;67738.0;1264173.0;18662.7;1264173.0;1264173000
Hungary;Potatoes;1987;67268.0;1076843.0;16008.3;1076843.0;1076843000
Hungary;Potatoes;1988;76051.0;1407105.0;18502.1;1407105.0;1407105000
Hungary;Potatoes;1989;71623.0;1332257.0;18601.0;1332257.0;1332257000
Hungary;Potatoes;1990;71800.0;1226153.0;17077.3;1226153.0;1226153000
Hungary;Potatoes;1991;77802.0;1126153.0;14474.6;1126153.0;1126153000
Hungary;Potatoes;1992;71907.0;1211633.0;16850.0;1211633.0;1211633000
Hungary;Potatoes;1993;79445.0;1057411.0;13310.0;1057411.0;1057411000
Hungary;Potatoes;1994;74071.0;945682.0;12767.2;945682.0;945682000
Hungary;Potatoes;1995;69678.0;1099170.0;15775.0;1099170.0;1099170000
Hungary;Potatoes;1996;61718.0;1308465.0;21200.7;1308465.0;1308465000
Hungary;Potatoes;1997;63541.0;1139550.0;17934.1;1139550.0;1139550000
Hungary;Potatoes;1998;52642.0;1147818.0;21804.2;1147818.0;1147818000
Hungary;Potatoes;1999;56429.0;1198681.0;21242.3;1198681.0;1198681000
Hungary;Potatoes;2000;46743.0;863511.0;18473.6;863511.0;863511000
Hungary;Potatoes;2001;36262.0;908359.0;25049.9;908359.0;908359000
Hungary;Potatoes;2002;34004.0;752244.0;22122.2;752244.0;752244000
Hungary;Potatoes;2003;31331.0;582346.0;18586.9;582346.0;582346000
Hungary;Potatoes;2004;30950.0;783686.0;25321.0;783686.0;783686000
Hungary;Potatoes;2005;25378.0;656721.0;25877.6;656721.0;656721000
Hungary;Potatoes;2006;22583.0;564443.0;24994.2;564443.0;564443000
Hungary;Potatoes;2007;25400.0;563100.0;22169.3;563100.0;563100000
Hungary;Potatoes;2008;25424.0;683935.0;26901.2;683935.0;683935000
Hungary;Potatoes;2009;22328.0;560615.0;25108.2;560615.0;560615000
Hungary;Potatoes;2010;20242.0;439897.0;21731.9;439897.0;439897000
Hungary;Potatoes;2011;21000.0;600000.0;28571.4;600000.0;600000000
Hungary;Potatoes;2012;25080.0;547710.0;21838.5;547710.0;547710000
Hungary;Potatoes;2013;20950.0;487360.0;23263.0;487360.0;487360000
Hungary;Potatoes;2014;20980.0;567430.0;27046.2;567430.0;567430000
Hungary;Potatoes;2015;18735.0;452008.0;24126.4;452008.0;452008000
Hungary;Potatoes;2016;16412.0;429435.0;26165.9;429435.0;429435000
Hungary;Potatoes;2017;16364.0;402853.0;24618.2;402853.0;402853000
Hungary;Potatoes;2018;13510.0;327580.0;24247.2;327580.0;327580000
Hungary;Potatoes;2019;13290.0;343540.0;25849.5;343540.0;343540000
Hungary;Potatoes;2020;10270.0;270090.0;26298.9;270090.0;270090000
Hungary;Potatoes;2021;8770.0;239840.0;27347.8;239840.0;239840000
Hungary;Potatoes;2022;8190.0;199210.0;24323.6;199210.0;199210000
Hungary;Potatoes;2023;7570.0;209950.0;27734.5;209950.0;209950000
Ireland;Potatoes;1961;86237.0;2145000.0;24873.3;2145000.0;2145000000
Ireland;Potatoes;1962;84659.0;2117100.0;25007.4;2117100.0;2117100000
Ireland;Potatoes;1963;82919.0;1969400.0;23750.9;1969400.0;1969400000
Ireland;Potatoes;1964;73773.0;1525900.0;20683.7;1525900.0;1525900000
Ireland;Potatoes;1965;70546.0;1647837.0;23358.3;1647837.0;1647837000
Ireland;Potatoes;1966;67784.0;1678400.0;24761.0;1678400.0;1678400000
Ireland;Potatoes;1967;64600.0;1747700.0;27054.2;1747700.0;1747700000
Ireland;Potatoes;1968;59286.0;1624200.0;27396.0;1624200.0;1624200000
Ireland;Potatoes;1969;55158.0;1452600.0;26335.3;1452600.0;1452600000
Ireland;Potatoes;1970;56817.0;1468200.0;25840.9;1468200.0;1468200000
Ireland;Potatoes;1971;51637.0;1428200.0;27658.5;1428200.0;1428200000
Ireland;Potatoes;1972;44111.0;1069900.0;24254.7;1069900.0;1069900000
Ireland;Potatoes;1973;47713.0;1332000.0;27916.9;1332000.0;1332000000
Ireland;Potatoes;1974;39943.0;1111000.0;27814.6;1111000.0;1111000000
Ireland;Potatoes;1975;40580.0;1018000.0;25086.2;1018000.0;1018000000
Ireland;Potatoes;1976;47349.0;1179000.0;24900.2;1179000.0;1179000000
Ireland;Potatoes;1977;53419.0;1531000.0;28660.2;1531000.0;1531000000
Ireland;Potatoes;1978;41197.0;1008000.0;24467.8;1008000.0;1008000000
Ireland;Potatoes;1979;40550.0;902000.0;22244.1;902000.0;902000000
Ireland;Potatoes;1980;41600.0;880000.0;21153.8;880000.0;880000000
Ireland;Potatoes;1981;36000.0;684000.0;19000.0;684000.0;684000000
Ireland;Potatoes;1982;37400.0;869000.0;23235.3;869000.0;869000000
Ireland;Potatoes;1983;33500.0;661000.0;19731.3;661000.0;661000000
Ireland;Potatoes;1984;35700.0;870000.0;24369.7;870000.0;870000000
Ireland;Potatoes;1985;33000.0;686000.0;20787.9;686000.0;686000000
Ireland;Potatoes;1986;30500.0;619000.0;20295.1;619000.0;619000000
Ireland;Potatoes;1987;30300.0;697000.0;23003.3;697000.0;697000000
Ireland;Potatoes;1988;27200.0;671000.0;24669.1;671000.0;671000000
Ireland;Potatoes;1989;24700.0;554000.0;22429.1;554000.0;554000000
Ireland;Potatoes;1990;24300.0;605000.0;24897.1;605000.0;605000000
Ireland;Potatoes;1991;20500.0;571000.0;27853.7;571000.0;571000000
Ireland;Potatoes;1992;22100.0;638000.0;28868.8;638000.0;638000000
Ireland;Potatoes;1993;21600.0;569000.0;26342.6;569000.0;569000000
Ireland;Potatoes;1994;21400.0;642000.0;30000.0;642000.0;642000000
Ireland;Potatoes;1995;22400.0;618000.0;27589.3;618000.0;618000000
Ireland;Potatoes;1996;24300.0;733000.0;30164.6;733000.0;733000000
Ireland;Potatoes;1997;18200.0;472000.0;25934.1;472000.0;472000000
Ireland;Potatoes;1998;18500.0;482000.0;26054.1;482000.0;482000000
Ireland;Potatoes;1999;17500.0;559000.0;31942.9;559000.0;559000000
Ireland;Potatoes;2000;13500.0;454800.0;33688.9;454800.0;454800000
Ireland;Potatoes;2001;14300.0;477600.0;33398.6;477600.0;477600000
Ireland;Potatoes;2002;15400.0;518600.0;33675.3;518600.0;518600000
Ireland;Potatoes;2003;14200.0;488200.0;34380.3;488200.0;488200000
Ireland;Potatoes;2004;13300.0;552200.0;41518.8;552200.0;552200000
Ireland;Potatoes;2005;11800.0;409200.0;34678.0;409200.0;409200000
Ireland;Potatoes;2006;11500.0;382900.0;33295.7;382900.0;382900000
Ireland;Potatoes;2007;11700.0;399000.0;34102.6;399000.0;399000000
Ireland;Potatoes;2008;11200.0;344900.0;30794.6;344900.0;344900000
Ireland;Potatoes;2009;12200.0;336100.0;27549.2;336100.0;336100000
Ireland;Potatoes;2010;12200.0;419600.0;34393.4;419600.0;419600000
Ireland;Potatoes;2011;10400.0;356100.0;34240.4;356100.0;356100000
Ireland;Potatoes;2012;9000.0;232000.0;25777.8;232000.0;232000000
Ireland;Potatoes;2013;10700.0;410100.0;38327.1;410100.0;410100000
Ireland;Potatoes;2014;9500.0;383000.0;40315.8;383000.0;383000000
Ireland;Potatoes;2015;8500.0;360100.0;42364.7;360100.0;360100000
Ireland;Potatoes;2016;9000.0;352000.0;39111.1;352000.0;352000000
Ireland;Potatoes;2017;9179.0;412425.0;44931.4;412425.0;412425000
Ireland;Potatoes;2018;8230.0;273010.0;33172.5;273010.0;273010000
Ireland;Potatoes;2019;8670.0;382370.0;44102.7;382370.0;382370000
Ireland;Potatoes;2020;8890.0;300150.0;33762.7;300150.0;300150000
Ireland;Potatoes;2021;8930.0;407500.0;45632.7;407500.0;407500000
Ireland;Potatoes;2022;8490.0;367950.0;43339.2;367950.0;367950000
Ireland;Potatoes;2023;8210.0;322200.0;39244.8;322200.0;322200000
Italy;Potatoes;1961;378639.0;3931500.0;10383.2;3931500.0;3931500000
Italy;Potatoes;1962;376743.0;3561400.0;9453.1;3561400.0;3561400000
Italy;Potatoes;1963;385952.0;4384200.0;11359.4;4384200.0;4384200000
Italy;Potatoes;1964;355865.0;3823400.0;10744.0;3823400.0;3823400000
Italy;Potatoes;1965;348303.0;3549500.0;10190.8;3549500.0;3549500000
Italy;Potatoes;1966;347302.0;3859900.0;11114.0;3859900.0;3859900000
Italy;Potatoes;1967;339090.0;4009600.0;11824.6;4009600.0;4009600000
Italy;Potatoes;1968;319025.0;3959700.0;12411.9;3959700.0;3959700000
Italy;Potatoes;1969;305860.0;3970400.0;12981.1;3970400.0;3970400000
Italy;Potatoes;1970;286422.0;3667700.0;12805.2;3667700.0;3667700000
Italy;Potatoes;1971;237517.0;3259300.0;13722.4;3259300.0;3259300000
Italy;Potatoes;1972;193939.0;2948600.0;15203.7;2948600.0;2948600000
Italy;Potatoes;1973;182124.0;2888900.0;15862.3;2888900.0;2888900000
Italy;Potatoes;1974;181497.0;2849400.0;15699.4;2849400.0;2849400000
Italy;Potatoes;1975;178646.0;2899700.0;16231.5;2899700.0;2899700000
Italy;Potatoes;1976;173610.0;2923100.0;16837.2;2923100.0;2923100000
Italy;Potatoes;1977;185407.0;3079600.0;16609.9;3079600.0;3079600000
Italy;Potatoes;1978;172442.0;2843100.0;16487.3;2843100.0;2843100000
Italy;Potatoes;1979;168770.0;3020200.0;17895.4;3020200.0;3020200000
Italy;Potatoes;1980;161328.0;2923200.0;18119.6;2923200.0;2923200000
Italy;Potatoes;1981;153403.0;2879100.0;18768.2;2879100.0;2879100000
Italy;Potatoes;1982;148461.0;2571900.0;17323.7;2571900.0;2571900000
Italy;Potatoes;1983;146795.0;2502400.0;17046.9;2502400.0;2502400000
Italy;Potatoes;1984;138693.0;2449500.0;17661.3;2449500.0;2449500000
Italy;Potatoes;1985;137434.0;2397000.0;17441.1;2397000.0;2397000000
Italy;Potatoes;1986;133553.0;2550900.0;19100.3;2550900.0;2550900000
Italy;Potatoes;1987;130766.0;2453800.0;18764.8;2453800.0;2453800000
Italy;Potatoes;1988;127119.0;2341900.0;18422.9;2341900.0;2341900000
Italy;Potatoes;1989;124646.0;2457500.0;19715.8;2457500.0;2457500000
Italy;Potatoes;1990;120481.0;2308700.0;19162.4;2308700.0;2308700000
Italy;Potatoes;1991;110865.0;2218550.0;20011.3;2218550.0;2218550000
Italy;Potatoes;1992;106012.0;2402150.0;22659.2;2402150.0;2402150000
Italy;Potatoes;1993;93442.0;2098400.0;22456.7;2098400.0;2098400000
Italy;Potatoes;1994;86442.0;2020802.0;23377.5;2020802.0;2020802000
Italy;Potatoes;1995;89350.0;2080896.0;23289.3;2080896.0;2080896000
Italy;Potatoes;1996;91479.0;2055233.0;22466.7;2055233.0;2055233000
Italy;Potatoes;1997;90742.0;2019995.0;22260.9;2019995.0;2019995000
Italy;Potatoes;1998;90134.0;2194020.0;24341.8;2194020.0;2194020000
Italy;Potatoes;1999;85535.0;2068600.0;24184.3;2068600.0;2068600000
Italy;Potatoes;2000;81894.0;2053043.0;25069.5;2053043.0;2053043000
Italy;Potatoes;2001;78000.0;1957100.0;25091.0;1957100.0;1957100000
Italy;Potatoes;2002;76985.0;1855319.0;24099.7;1855319.0;1855319000
Italy;Potatoes;2003;73975.0;1610436.0;21770.0;1610436.0;1610436000
Italy;Potatoes;2004;72430.0;1821506.0;25148.5;1821506.0;1821506000
Italy;Potatoes;2005;69912.0;1753526.0;25081.9;1753526.0;1753526000
Italy;Potatoes;2006;72451.0;1782805.0;24607.0;1782805.0;1782805000
Italy;Potatoes;2007;69513.0;1781648.0;25630.4;1781648.0;1781648000
Italy;Potatoes;2008;70578.0;1603828.0;22724.2;1603828.0;1603828000
Italy;Potatoes;2009;70594.0;1753217.0;24835.2;1753217.0;1753217000
Italy;Potatoes;2010;62400.0;1558030.0;24968.4;1558030.0;1558030000
Italy;Potatoes;2011;62091.0;1547047.0;24915.8;1547047.0;1547047000
Italy;Potatoes;2012;58398.0;1486292.0;25451.1;1486292.0;1486292000
Italy;Potatoes;2013;50388.0;1272211.0;25248.3;1272211.0;1272211000
Italy;Potatoes;2014;52349.0;1365440.0;26083.4;1365440.0;1365440000
Italy;Potatoes;2015;50416.0;1369101.0;27156.1;1369101.0;1369101000
Italy;Potatoes;2016;48138.0;1368919.8;28437.4;1368919.8;1368919800
Italy;Potatoes;2017;48571.0;1346936.0;27731.3;1346936.0;1346936000
Italy;Potatoes;2018;46430.0;1307600.0;28162.8;1307600.0;1307600000
Italy;Potatoes;2019;46810.0;1338430.0;28592.8;1338430.0;1338430000
Italy;Potatoes;2020;47350.0;1434650.0;30298.8;1434650.0;1434650000
Italy;Potatoes;2021;46700.0;1362130.0;29167.7;1362130.0;1362130000
Italy;Potatoes;2022;47030.0;1332980.0;28343.2;1332980.0;1332980000
Italy;Potatoes;2023;45450.0;1265450.0;27842.7;1265450.0;1265450000
Latvia;Potatoes;1992;96900.0;1167400.0;12047.5;1167400.0;1167400000
Latvia;Potatoes;1993;87700.0;1271700.0;14500.6;1271700.0;1271700000
Latvia;Potatoes;1994;80400.0;1044900.0;12996.3;1044900.0;1044900000
Latvia;Potatoes;1995;75300.0;863700.0;11470.1;863700.0;863700000
Latvia;Potatoes;1996;78700.0;1081900.0;13747.1;1081900.0;1081900000
Latvia;Potatoes;1997;69600.0;946200.0;13594.8;946200.0;946200000
Latvia;Potatoes;1998;58800.0;694100.0;11804.4;694100.0;694100000
Latvia;Potatoes;1999;50100.0;795500.0;15878.2;795500.0;795500000
Latvia;Potatoes;2000;51300.0;747100.0;14563.4;747100.0;747100000
Latvia;Potatoes;2001;55100.0;615300.0;11167.0;615300.0;615300000
Latvia;Potatoes;2002;53600.0;768400.0;14335.8;768400.0;768400000
Latvia;Potatoes;2003;54600.0;739000.0;13534.8;739000.0;739000000
Latvia;Potatoes;2004;48900.0;628400.0;12850.7;628400.0;628400000
Latvia;Potatoes;2005;45100.0;658200.0;14594.2;658200.0;658200000
Latvia;Potatoes;2006;45100.0;550900.0;12215.1;550900.0;550900000
Latvia;Potatoes;2007;40300.0;642100.0;15933.0;642100.0;642100000
Latvia;Potatoes;2008;37800.0;673400.0;17814.8;673400.0;673400000
Latvia;Potatoes;2009;30000.0;525400.0;17513.3;525400.0;525400000
Latvia;Potatoes;2010;30100.0;484000.0;16079.7;484000.0;484000000
Latvia;Potatoes;2011;29700.0;499000.0;16801.3;499000.0;499000000
Latvia;Potatoes;2012;28200.0;538900.0;19109.9;538900.0;538900000
Latvia;Potatoes;2013;27300.0;495900.0;18164.8;495900.0;495900000
Latvia;Potatoes;2014;26800.0;505688.0;18869.0;505688.0;505688000
Latvia;Potatoes;2015;24804.0;497320.0;20050.0;497320.0;497320000
Latvia;Potatoes;2016;23100.0;491600.0;21281.4;491600.0;491600000
Latvia;Potatoes;2017;21500.0;408300.0;18990.7;408300.0;408300000
Latvia;Potatoes;2018;9900.0;196200.0;19818.2;196200.0;196200000
Latvia;Potatoes;2019;10000.0;223700.0;22370.0;223700.0;223700000
Latvia;Potatoes;2020;8500.0;181100.0;21305.9;181100.0;181100000
Latvia;Potatoes;2021;7300.0;115100.0;15767.1;115100.0;115100000
Latvia;Potatoes;2022;7700.0;130400.0;16935.1;130400.0;130400000
Latvia;Potatoes;2023;8000.0;147500.0;18437.5;147500.0;147500000
Lithuania;Potatoes;1992;113700.0;1079200.0;9491.6;1079200.0;1079200000
Lithuania;Potatoes;1993;121900.0;1772600.0;14541.4;1772600.0;1772600000
Lithuania;Potatoes;1994;116500.0;1096400.0;9411.2;1096400.0;1096400000
Lithuania;Potatoes;1995;124500.0;1593500.0;12799.2;1593500.0;1593500000
Lithuania;Potatoes;1996;125300.0;2044300.0;16315.2;2044300.0;2044300000
Lithuania;Potatoes;1997;121200.0;1829800.0;15097.4;1829800.0;1829800000
Lithuania;Potatoes;1998;136200.0;1849200.0;13577.1;1849200.0;1849200000
Lithuania;Potatoes;1999;121100.0;1708100.0;14104.9;1708100.0;1708100000
Lithuania;Potatoes;2000;109300.0;1791600.0;16391.6;1791600.0;1791600000
Lithuania;Potatoes;2001;102500.0;1054400.0;10286.8;1054400.0;1054400000
Lithuania;Potatoes;2002;99200.0;1531300.0;15436.5;1531300.0;1531300000
Lithuania;Potatoes;2003;93600.0;1445200.0;15440.2;1445200.0;1445200000
Lithuania;Potatoes;2004;79300.0;1021400.0;12880.2;1021400.0;1021400000
Lithuania;Potatoes;2005;73950.0;894700.0;12098.7;894700.0;894700000
Lithuania;Potatoes;2006;57800.0;457100.0;7908.3;457100.0;457100000
Lithuania;Potatoes;2007;52800.0;576100.0;10911.0;576100.0;576100000
Lithuania;Potatoes;2008;48400.0;716400.0;14801.7;716400.0;716400000
Lithuania;Potatoes;2009;46600.0;662500.0;14216.7;662500.0;662500000
Lithuania;Potatoes;2010;36600.0;476900.0;13030.1;476900.0;476900000
Lithuania;Potatoes;2011;37700.0;587700.0;15588.9;587700.0;587700000
Lithuania;Potatoes;2012;32200.0;549900.0;17077.6;549900.0;549900000
Lithuania;Potatoes;2013;28700.0;426500.0;14860.6;426500.0;426500000
Lithuania;Potatoes;2014;27300.0;468500.0;17161.2;468500.0;468500000
Lithuania;Potatoes;2015;23505.0;399191.0;16983.2;399191.0;399191000
Lithuania;Potatoes;2016;22108.0;351484.0;15898.5;351484.0;351484000
Lithuania;Potatoes;2017;19351.0;237045.0;12249.8;237045.0;237045000
Lithuania;Potatoes;2018;18690.0;289800.0;15505.6;289800.0;289800000
Lithuania;Potatoes;2019;18220.0;329780.0;18099.9;329780.0;329780000
Lithuania;Potatoes;2020;18870.0;296740.0;15725.5;296740.0;296740000
Lithuania;Potatoes;2021;15330.0;200160.0;13056.8;200160.0;200160000
Lithuania;Potatoes;2022;15180.0;226420.0;14915.7;226420.0;226420000
Lithuania;Potatoes;2023;14730.0;267330.0;18148.7;267330.0;267330000
Montenegro;Potatoes;2006;10179.0;132783.0;13044.8;132783.0;132783000
Montenegro;Potatoes;2007;1211.0;12720.0;10503.7;12720.0;12720000
Montenegro;Potatoes;2008;1213.0;15888.0;13098.1;15888.0;15888000
Montenegro;Potatoes;2009;1228.0;18540.0;15097.7;18540.0;18540000
Montenegro;Potatoes;2010;1214.0;17720.0;14596.4;17720.0;17720000
Montenegro;Potatoes;2011;1286.0;21219.0;16500.0;21219.0;21219000
Montenegro;Potatoes;2012;1327.0;15663.0;11803.3;15663.0;15663000
Montenegro;Potatoes;2013;1345.0;20041.0;14900.4;20041.0;20041000
Montenegro;Potatoes;2014;1645.0;24313.0;14779.9;24313.0;24313000
Montenegro;Potatoes;2015;1616.0;27193.0;16827.4;27193.0;27193000
Montenegro;Potatoes;2016;1613.0;29917.0;18550.9;29917.0;29917000
Montenegro;Potatoes;2017;1616.0;27500.0;17017.3;27500.0;27500000
Montenegro;Potatoes;2018;1619.0;26098.1;16124.9;26098.1;26098100
Montenegro;Potatoes;2019;1624.0;26557.0;16352.8;26557.0;26557000
Montenegro;Potatoes;2020;1708.0;29460.0;17248.2;29460.0;29460000
Montenegro;Potatoes;2021;1613.0;27547.0;17078.1;27547.0;27547000
Montenegro;Potatoes;2022;1565.0;23150.9;14790.1;23150.9;23150900
Montenegro;Potatoes;2023;1404.0;23010.86;16390.1;23010.86;23010860
Netherlands;Potatoes;1961;132658.0;3719681.0;28039.6;3719681.0;3719681000
Netherlands;Potatoes;1962;129628.0;3953263.0;30497.0;3953263.0;3953263000
Netherlands;Potatoes;1963;133912.0;3854466.0;28783.6;3854466.0;3854466000
Netherlands;Potatoes;1964;124596.0;4110433.0;32990.1;4110433.0;4110433000
Netherlands;Potatoes;1965;124744.0;3229591.0;25889.8;3229591.0;3229591000
Netherlands;Potatoes;1966;130671.0;4123941.0;31559.7;4123941.0;4123941000
Netherlands;Potatoes;1967;138178.0;4840196.0;35028.7;4840196.0;4840196000
Netherlands;Potatoes;1968;146794.0;5045308.0;34370.0;5045308.0;5045308000
Netherlands;Potatoes;1969;145310.0;4703913.0;32371.6;4703913.0;4703913000
Netherlands;Potatoes;1970;158424.0;5647683.0;35649.2;5647683.0;5647683000
Netherlands;Potatoes;1971;154077.0;5749000.0;37312.5;5749000.0;5749000000
Netherlands;Potatoes;1972;148873.0;5581000.0;37488.3;5581000.0;5581000000
Netherlands;Potatoes;1973;156686.0;5770621.0;36829.2;5770621.0;5770621000
Netherlands;Potatoes;1974;142012.0;6094827.0;42917.7;6094827.0;6094827000
Netherlands;Potatoes;1975;151161.0;5003130.0;33098.0;5003130.0;5003130000
Netherlands;Potatoes;1976;160883.0;4858000.0;30195.9;4858000.0;4858000000
Netherlands;Potatoes;1977;170319.0;5842000.0;34300.3;5842000.0;5842000000
Netherlands;Potatoes;1978;161536.0;6230724.0;38571.7;6230724.0;6230724000
Netherlands;Potatoes;1979;166178.0;6276837.0;37771.8;6276837.0;6276837000
Netherlands;Potatoes;1980;172100.0;6266641.0;36412.8;6266641.0;6266641000
Netherlands;Potatoes;1981;164947.0;6444723.0;39071.5;6444723.0;6444723000
Netherlands;Potatoes;1982;165952.0;6218623.0;37472.4;6218623.0;6218623000
Netherlands;Potatoes;1983;163333.0;5411578.0;33132.2;5411578.0;5411578000
Netherlands;Potatoes;1984;160034.0;6673036.0;41697.6;6673036.0;6673036000
Netherlands;Potatoes;1985;168864.0;7149605.0;42339.4;7149605.0;7149605000
Netherlands;Potatoes;1986;166934.0;6856615.0;41073.8;6856615.0;6856615000
Netherlands;Potatoes;1987;166615.0;7477528.0;44879.1;7477528.0;7477528000
Netherlands;Potatoes;1988;160636.0;6742496.0;41973.8;6742496.0;6742496000
Netherlands;Potatoes;1989;165070.0;6855616.0;41531.6;6855616.0;6855616000
Netherlands;Potatoes;1990;175300.0;7036200.0;40138.0;7036200.0;7036200000
Netherlands;Potatoes;1991;179700.0;6949201.0;38671.1;6949201.0;6949201000
Netherlands;Potatoes;1992;187200.0;7641000.0;40817.3;7641000.0;7641000000
Netherlands;Potatoes;1993;175900.0;7698500.0;43766.3;7698500.0;7698500000
Netherlands;Potatoes;1994;171000.0;7088000.0;41450.3;7088000.0;7088000000
Netherlands;Potatoes;1995;179000.0;7340000.0;41005.6;7340000.0;7340000000
Netherlands;Potatoes;1996;185000.0;8081000.0;43681.1;8081000.0;8081000000
Netherlands;Potatoes;1997;179900.0;7973000.0;44319.1;7973000.0;7973000000
Netherlands;Potatoes;1998;126528.0;5249400.0;41488.1;5249400.0;5249400000
Netherlands;Potatoes;1999;180000.0;8331000.0;46283.3;8331000.0;8331000000
Netherlands;Potatoes;2000;180200.0;8227000.0;45654.8;8227000.0;8227000000
Netherlands;Potatoes;2001;163900.0;7115000.0;43410.6;7115000.0;7115000000
Netherlands;Potatoes;2002;165200.0;7362738.0;44568.6;7362738.0;7362738000
Netherlands;Potatoes;2003;158644.0;6468762.0;40775.3;6468762.0;6468762000
Netherlands;Potatoes;2004;163905.0;7487700.0;45683.2;7487700.0;7487700000
Netherlands;Potatoes;2005;156000.0;6777000.0;43442.3;6777000.0;6777000000
Netherlands;Potatoes;2006;155800.0;6239600.0;40048.8;6239600.0;6239600000
Netherlands;Potatoes;2007;156900.0;6870400.0;43788.4;6870400.0;6870400000
Netherlands;Potatoes;2008;151900.0;6922700.0;45574.1;6922700.0;6922700000
Netherlands;Potatoes;2009;154971.0;7180981.0;46337.6;7180981.0;7180981000
Netherlands;Potatoes;2010;156969.0;6843529.0;43598.0;6843529.0;6843529000
Netherlands;Potatoes;2011;159233.0;7333472.0;46055.0;7333472.0;7333472000
Netherlands;Potatoes;2012;149770.0;6765618.0;45173.4;6765618.0;6765618000
Netherlands;Potatoes;2013;155822.0;6576860.0;42207.5;6576860.0;6576860000
Netherlands;Potatoes;2014;155502.0;7100258.0;45660.2;7100258.0;7100258000
Netherlands;Potatoes;2015;155661.0;6651692.0;42731.9;6651692.0;6651692000
Netherlands;Potatoes;2016;155594.0;6534338.0;41996.1;6534338.0;6534338000
Netherlands;Potatoes;2017;160791.0;7391881.0;45972.0;7391881.0;7391881000
Netherlands;Potatoes;2018;164600.0;6025370.0;36606.1;6025370.0;6025370000
Netherlands;Potatoes;2019;165730.0;6961230.0;42003.4;6961230.0;6961230000
Netherlands;Potatoes;2020;164500.0;7020060.0;42675.1;7020060.0;7020060000
Netherlands;Potatoes;2021;159040.0;6675590.0;41974.3;6675590.0;6675590000
Netherlands;Potatoes;2022;162300.0;6915900.0;42611.8;6915900.0;6915900000
Netherlands;Potatoes;2023;155340.0;6491890.0;41791.5;6491890.0;6491890000
Norway;Potatoes;1961;53301.0;1222200.0;22930.2;1222200.0;1222200000
Norway;Potatoes;1962;50378.0;919200.0;18246.1;919200.0;919200000
Norway;Potatoes;1963;51640.0;1217700.0;23580.6;1217700.0;1217700000
Norway;Potatoes;1964;48981.0;803600.0;16406.4;803600.0;803600000
Norway;Potatoes;1965;48289.0;1133594.0;23475.2;1133594.0;1133594000
Norway;Potatoes;1966;44626.0;1090201.0;24429.7;1090201.0;1090201000
Norway;Potatoes;1967;40138.0;806766.0;20099.8;806766.0;806766000
Norway;Potatoes;1968;38052.0;912327.0;23975.8;912327.0;912327000
Norway;Potatoes;1969;32640.0;856835.0;26251.1;856835.0;856835000
Norway;Potatoes;1970;33503.0;856800.0;25573.8;856800.0;856800000
Norway;Potatoes;1971;31044.0;708166.0;22811.7;708166.0;708166000
Norway;Potatoes;1972;28751.0;634126.0;22055.8;634126.0;634126000
Norway;Potatoes;1973;29275.0;672141.0;22959.6;672141.0;672141000
Norway;Potatoes;1974;29726.0;847238.0;28501.6;847238.0;847238000
Norway;Potatoes;1975;22890.0;435386.0;19020.8;435386.0;435386000
Norway;Potatoes;1976;25944.0;521000.0;20081.7;521000.0;521000000
Norway;Potatoes;1977;26054.0;651000.0;24986.6;651000.0;651000000
Norway;Potatoes;1978;23082.0;625000.0;27077.4;625000.0;625000000
Norway;Potatoes;1979;20000.0;473300.0;23665.0;473300.0;473300000
Norway;Potatoes;1980;20395.0;570500.0;27972.5;570500.0;570500000
Norway;Potatoes;1981;20350.0;529400.0;26014.7;529400.0;529400000
Norway;Potatoes;1982;20600.0;525600.0;25514.6;525600.0;525600000
Norway;Potatoes;1983;19200.0;470000.0;24479.2;470000.0;470000000
Norway;Potatoes;1984;18900.0;488700.0;25857.1;488700.0;488700000
Norway;Potatoes;1985;18130.0;440100.0;24274.7;440100.0;440100000
Norway;Potatoes;1986;17040.0;398400.0;23380.3;398400.0;398400000
Norway;Potatoes;1987;17160.0;370300.0;21579.3;370300.0;370300000
Norway;Potatoes;1988;18450.0;482600.0;26157.2;482600.0;482600000
Norway;Potatoes;1989;18783.0;455100.0;24229.4;455100.0;455100000
Norway;Potatoes;1990;18896.0;486586.0;25750.7;486586.0;486586000
Norway;Potatoes;1991;18247.0;415100.0;22748.9;415100.0;415100000
Norway;Potatoes;1992;19079.0;510800.0;26772.9;510800.0;510800000
Norway;Potatoes;1993;18205.0;454400.0;24960.2;454400.0;454400000
